PROP_NAME,AGE,PROP_HEADING,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,CITY,LATITUDE,LONGITUDE,url
"Navajeevan Society ,Shree Siddhivinayak Meera, Undri,Pune",,"2 BHK Independent House for sale in Undri, Pune",95.0 L,"Navajeevan Society ,Shree Siddhivinayak Meera, Undri,Pune",1200,7920,"Looking for a good 2 BHK Independent House in Undri, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 95.0 L. This modern unit has a built-up area of 1200 Square feet. The carpet area of this Independent House is 1100 Square feet. This property has a good view and is East-facing. There are 2 bedrooms and 2 bathroom. Sports enthusiasts have multiple options such as Garden. For young families with kids, a dedicated kids area makes it a complete investment. It i...",2.0,Pune,18.4467,73.9135,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Navajeevan Society ,Tulshibagwale Colony, Parvati Darshan,Pune",,"2 BHK Independent House for sale in Parvati Darshan, Pune",95.0 L,"Navajeevan Society ,Tulshibagwale Colony, Parvati Darshan,Pune",1100,8640,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Pune's top location, Parvati. The property price of this unit is Rs 95.0 L. The carpet area of this unit is 1000 Square feet. The built-up area is 1100 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Sinhgad Business School Erandwane, Jnana Prabodhini Prashala, and Sinhgad Spring Dale School. Healthcare facility is also close at hand with Apollo Sp...",2.0,Pune,18.4949,73.848,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Jai Bhawani Nagar, Parvati Darshan,Pune",,"1 RK Independent House for sale in Parvati Darshan, Pune",8.0 L,"Jai Bhawani Nagar, Parvati Darshan,Pune",280,2860,"Check out this 1 RK Independent House for sale in Parvati, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 RK Independent House is perfect for a modern-day lifestyle. Parvati is a promising location in Pune and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 8.0 L. Residents in this property pay Rs 10 towards maintenance. This property is a modern-day abode, with 280 Square feet built-up area. The carpet-area is 270 Square feet. The unit has 1 bedroom and 2 bathroom. Educatio...",,Pune,18.4949,73.848,https://images.pexels.com/photos/271795/pexels-photo-271795.jpeg?auto=compress&cs=tinysrgb&w=800
"Unnatinagar, Hadapsar,Pune",,"2 BHK Independent House for sale in Hadapsar, Pune",20.0 L,"Unnatinagar, Hadapsar,Pune",1000,2000,"Property for sale in Hadapsar, Pune. This 2 BHK Independent House is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 20.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Independent House is a spacious unit, with carpet area of 700 Square feet and is ideal for families. The built-up area is 1000 Square feet. The property has 2 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Dr.Swetha's Sanjeev...",2.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1484101403633-562f891dc89a?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Chinchwad, Pune",,"1 BHK Independent House for sale in Chinchwad, Pune",25.0 L,"Chinchwad, Pune",750,3330,"Check out this 1 BHK Independent House for sale in Chinchwad, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Independent House is perfect for a modern-day lifestyle. Chinchwad is a promising location in Pune and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 25.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 750 Square feet built-up area. Educational institutions are closeby with schools such as Orchids The Interna...",1.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Sahakar Nagar, Parvati Darshan,Pune",,"2 BHK Independent House for sale in Parvati Darshan, Pune",1.1 Cr,"Sahakar Nagar, Parvati Darshan,Pune",1280,8590,"2 BHK Independent House for sale in Bibwewadi, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Bibwewadi which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Bibwewadi. This 2 BHK Independent House is available at a reasonable price of Rs 1.1 Cr. Residents also need to pay maintenance charges of Rs 150. It is a very spacious property, spread over 980 Square feet. The built-up area is 1280 Square feet. This property has provision for 2 bathr...",2.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZz_6-2IasnsMuCQK8DJpyBXRyt9JlDNid5w&s
"Bellagio, Undri,Pune",,"2 BHK Flat for sale in Undri, Pune",34.0 L,"Bellagio, Undri,Pune",800,4250,"Check out this 2 BHK Apartment for sale in Undri, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Undri is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 7. The property's price is Rs 34.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 800 Square feet built-up area. Educational institutions are close...",2.0,Pune,18.4467,73.9135,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
"Vighnaharta apartments,Bellagio, Undri,Pune",,"1 BHK Flat for sale in Undri, Pune",14.0 L,"Vighnaharta apartments,Bellagio, Undri,Pune",550,2540,"Looking for a good 1 BHK Apartment in Undri, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 5. Total number of floors is 5. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 14.0 L. This modern unit has a built-up area of 550 Square feet. It is very close to some of city's best hospitals, such as, PBMA's H. V. Desai Eye Hospital, Dr. Masal hospital, and Patanjali Chikitsalaya. Established schools, such as Vibgyor High School, Delhi Public School, and The Bishop's School are also close-by",1.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
"Vighnaharta apartments,Bellagio, Undri,Pune",,"1 BHK Flat for sale in Undri, Pune",14.0 L,"Vighnaharta apartments,Bellagio, Undri,Pune",550,2540,"Property for sale in Undri, Pune. This 1 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 5. This Apartment's price is Rs 14.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 550 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as PBMA's H. V. Desai Eye Hospital, Dr. Masal hospital, and Patanjali Chikitsalaya. Schools like Vibgyor High School, Delhi Public S...",1.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
"Krushna Nagar, Chinchwad,Pune",,"1 BHK Flat for sale in Chinchwad, Pune",32.0 L,"Krushna Nagar, Chinchwad,Pune",696,4600,"Looking for a 1 BHK Apartment for sale in Pune? Your search ends here. Buy this 1 BHK property in Pune's finest location, Chinchwad. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 32.0 L. Maintenance charges in this property is Rs 1000. The built up area of this property is 696 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as City Pride School, St Ann's Education High School, and Kirti Vidyalaya. Medical facility is also c...",1.0,Pune,18.6298,73.7997,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Kalepadal,Kale Padal, Hadapsar,Pune",,"6 BHK Independent House for sale in Hadapsar, Pune",52.0 L,"Kalepadal,Kale Padal, Hadapsar,Pune",1680,3100,"A 6 BHK Independent House for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 6 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. The price of this Independent House is Rs 52.0 L. Maintenance charges come to Rs 2000. Each unit has a built-up area of 1680 Square feet. The carpet area is 1250 Square feet. There are 6 bedrooms. There is provision for 8 bathroom. This residential property is near The Lexicon School, Sadhana Vidyalay & Junior College, and Mother Day Out. It is also clos...",6.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
"Shahunagar, Chinchwad,Pune",,"3 BHK Independent House for sale in Chinchwad, Pune",99.95 L,"Shahunagar, Chinchwad,Pune",1400,7140,"3 BHK Independent House for sale in Chinchwad, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Chinchwad which is a promising investment destination in Pune. This might be your chance to grab the best 3 BHK property for sale in Chinchwad. This 3 BHK Independent House is available at a reasonable price of Rs 99.95 L. Residents also need to pay maintenance charges of Rs 1000. The built-up area is 1400 Square feet. This property has provision for 4 bathroom. It enjoys a strategic location with many reputed and m...",3.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Sr no 53 Near dreams aakruti Hadapsar,Hadapsar Gaon, Hadapsar,Pune",,"1 BHK Independent House for sale in Hadapsar, Pune",29.9 L,"Sr no 53 Near dreams aakruti Hadapsar,Hadapsar Gaon, Hadapsar,Pune",840,3560,"- 1R, kitchen 
- Clear title
- 24/7 Light , Water 
- In PMC area 
- 15ft Cement road 
- Good location 
- Parking , Drainage  More About This Property 1 BHK Independent House for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 1 BHK property for sale in Hadapsar. This 1 BHK Independent House is available at a reasonable price of Rs 29.9 L. It is a very spacious property, spread over 840 Sq...",1.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Chinchwad, Pune",,"1 BHK Independent House for sale in Chinchwad, Pune",22.0 L,"Chinchwad, Pune",500,4400,"Check out this 1 BHK Independent House for sale in Chinchwad, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Independent House is perfect for a modern-day lifestyle. Chinchwad is a promising location in Pune and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 22.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 500 Square feet built-up area. Educational institutions are closeby with schools such as City Pride School, ...",1.0,Pune,18.6298,73.7997,https://images.unsplash.com/photo-1628744448839-a475cc0e90c3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Sukhakarta Apartment,,"1 RK Flat for sale in Chinchwad, Pune",25.95 L,"Chinchwad Gaon, Chinchwad,Pune",325,7990,"1 RK Apartment for sale in Chinchwad, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Chinchwad which is a promising investment destination in Pune. This might be your chance to grab the best 1 RK property for sale in Chinchwad. The property is on floor 2 and the total number of floors is 4. This 1 RK Apartment is available at a reasonable price of Rs 25.95 L. Residents also need to pay maintenance charges of Rs 500. The built-up area is 325 Square feet. This property has provision for 1 bathroom. It enjoys a strateg...",,Pune,18.6298,73.7997,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
"Chinchwad, Pune",,"4 BHK Independent House for sale in Chinchwad, Pune",70.0 L,"Chinchwad, Pune",1408,4970,"4 BHK Independent House for sale in Chinchwad, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Chinchwad which is a promising investment destination in Pune. This might be your chance to grab the best 4 BHK property for sale in Chinchwad. This 4 BHK Independent House is available at a reasonable price of Rs 70.0 L. The built-up area is 1408 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Aditya Birla Memorial Hospital, Kamat Hospital, and Niramaya Hospit...",4.0,Pune,18.6298,73.7997,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
