city,bhk,area,price
bangalore,2.0,1073,5900000.0
bangalore,4.0,1200,23000000.0
bangalore,2.0,1070,6500000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,956,4300000.0
bangalore,3.0,1530,11000000.0
bangalore,2.0,1255,6500000.0
bangalore,3.0,1233,6000000.0
bangalore,2.0,800,4900000.0
bangalore,4.0,3000,30000000.0
bangalore,3.0,1505,12000000.0
bangalore,3.0,2225,11399999.999999998
bangalore,2.0,1150,6500000.0
bangalore,2.0,1380,5800000.0
bangalore,2.0,800,3500000.0
bangalore,6.0,1000,30000000.0
bangalore,5.0,5000,33000000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,870,3500000.0
bangalore,2.0,1275,10800000.0
bangalore,2.0,800,3500000.0
bangalore,2.0,950,3800000.0
bangalore,3.0,1850,8500000.0
bangalore,2.0,965,4500000.0
bangalore,2.0,982,6000000.0
bangalore,2.0,1257,6900000.0
bangalore,10.0,1890,15000000.0
bangalore,3.0,1611,10500000.0
bangalore,10.0,1985,15000000.0
bangalore,10.0,11000,35000000.0
bangalore,2.0,860,3400000.0
bangalore,9.0,4500,14600000.0
bangalore,2.0,1200,3000000.0
bangalore,2.0,1065,5800000.0
bangalore,3.0,1330,8500000.0
bangalore,2.0,800,3506000.0
bangalore,3.0,1744,12500000.0
bangalore,4.0,3750,26500000.0
bangalore,3.0,2000,9150000.0
bangalore,3.0,1680,12500000.0
bangalore,3.0,1692,10200000.0
bangalore,2.0,890,3600000.0
bangalore,3.0,1450,7000000.0
bangalore,2.0,1200,7000000.0
bangalore,2.0,1315,5500000.0
bangalore,2.0,960,4700000.0
bangalore,2.0,960,4700000.0
bangalore,4.0,3200,21000000.0
bangalore,6.0,1100,14500000.0
bangalore,2.0,1065,5600000.0
bangalore,3.0,1630,17000000.0
bangalore,2.0,1366,8000000.0
bangalore,2.0,1000,5500000.0
bangalore,5.0,26000,23000000.0
bangalore,2.0,1125,7500000.0
bangalore,7.0,1200,15000000.0
bangalore,2.0,1000,5600000.0
bangalore,6.0,1060,30000000.0
bangalore,2.0,685,6200000.0
bangalore,2.0,1255,6200000.0
bangalore,2.0,900,8500000.0
bangalore,2.0,1235,7600000.0
bangalore,3.0,850,5500000.0
bangalore,5.0,2200,15000000.0
bangalore,2.0,1229,7700000.0
bangalore,2.0,1135,4500000.0
bangalore,2.0,1100,6200000.0
bangalore,3.0,1705,18000000.0
bangalore,2.0,980,5500000.0
bangalore,8.0,4800,72500000.0
bangalore,3.0,1338,8600000.0
bangalore,4.0,2100,40000000.0
bangalore,2.0,1229,7700000.0
bangalore,4.0,3500,45000000.0
bangalore,3.0,1200,6360000.0
bangalore,2.0,1229,7700000.0
bangalore,2.0,1229,7700000.0
bangalore,2.0,1135,6300000.0
bangalore,2.0,1135,6300000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,870,2400000.0
bangalore,2.0,940,7900000.0
bangalore,2.0,1250,6800000.0
bangalore,2.0,850,5763000.0
bangalore,3.0,1866,13000000.0
bangalore,10.0,1650,18000000.0
bangalore,2.0,2800,8800000.0
bangalore,5.0,2400,8700000.0
bangalore,2.0,1229,7700000.0
bangalore,3.0,1467,9800000.0
bangalore,2.0,1229,7700000.0
bangalore,2.0,916,4000000.0
bangalore,3.0,1550,7500000.0
bangalore,5.0,1200,22000000.0
bangalore,3.0,1365,7000000.0
bangalore,3.0,1610,9000000.0
bangalore,2.0,800,3500000.0
bangalore,3.0,1358,8000000.0
bangalore,2.0,1050,4700000.0
bangalore,2.0,820,3600000.0
bangalore,2.0,1075,4000000.0
bangalore,2.0,974,5360000.0
bangalore,5.0,1263,9200000.0
bangalore,3.0,1429,30500000.0
bangalore,3.0,1415,8200000.0
bangalore,3.0,2062,15000000.0
bangalore,2.0,920,5000000.0
bangalore,2.0,905,5500000.0
bangalore,3.0,1350,7500000.0
bangalore,2.0,1060,5000000.0
bangalore,2.0,1050,4086999.9999999995
bangalore,5.0,5000,33000000.0
bangalore,3.0,1973,27500000.0
bangalore,3.0,2200,37500000.0
bangalore,3.0,1410,9000000.0
bangalore,4.0,1970,15000000.0
bangalore,2.0,1235,7600000.0
bangalore,2.0,1148,8500000.0
bangalore,3.0,2034,16000000.0
bangalore,3.0,1624,9300000.0
bangalore,2.0,1370,11000000.0
bangalore,2.0,1230,6200000.0
bangalore,2.0,1000,5000000.0
bangalore,5.0,2030,20500000.0
bangalore,5.0,1600,20000000.0
bangalore,3.0,1170,8000000.0
bangalore,3.0,1064,7600000.0
bangalore,2.0,1235,7256999.999999999
bangalore,2.0,1040,4500000.0
bangalore,2.0,858,3700000.0
bangalore,3.0,1845,10500000.0
bangalore,5.0,4000,55000000.0
bangalore,4.0,3384,50000000.0
bangalore,2.0,1050,4500000.0
bangalore,2.0,965,7200000.0
bangalore,6.0,4200,80000000.0
bangalore,6.0,4200,80000000.0
bangalore,3.0,1653,9800000.0
bangalore,3.0,1680,13500000.0
bangalore,3.0,1540,10500000.0
bangalore,2.0,965,7200000.0
bangalore,3.0,1097,5000000.0
bangalore,2.0,937,5500000.0
bangalore,3.0,1481,8900000.0
bangalore,3.0,1527,11500000.0
bangalore,2.0,1141,6900000.0
bangalore,3.0,1775,12000000.0
bangalore,3.0,1249,7200000.0
bangalore,5.0,5750,29000000.0
bangalore,2.0,1247,8400000.0
bangalore,4.0,3242,36000000.0
bangalore,3.0,1665,10500000.0
bangalore,2.0,1050,7800000.0
bangalore,3.0,2150,24500000.0
bangalore,2.0,1118,5500000.0
bangalore,3.0,1348,7500000.0
bangalore,2.0,1066,6000000.0
bangalore,2.0,1000,5200000.0
bangalore,3.0,1065,7500000.0
bangalore,4.0,3500,35000000.0
bangalore,3.0,1470,7200000.0
bangalore,6.0,1270,18000000.0
bangalore,2.0,980,5100000.0
bangalore,2.0,955,3979999.9999999995
bangalore,3.0,1397,7000000.0
bangalore,2.0,1075,5700000.0
bangalore,3.0,1500,8499000.0
bangalore,4.0,3172,22000000.0
bangalore,8.0,5000,15000000.0
bangalore,3.0,1837,18000000.0
bangalore,2.0,1066,5800000.0
bangalore,2.0,1000,5500000.0
bangalore,2.0,1200,7000000.0
bangalore,2.0,1060,8200000.0
bangalore,2.0,995,5995000.0
bangalore,2.0,1332,8200000.0
bangalore,2.0,902,4200000.0
bangalore,3.0,1410,8460000.0
bangalore,2.0,850,5200000.0
bangalore,5.0,4000,42500000.0
bangalore,3.0,2550,25000000.0
bangalore,4.0,1500,31000000.0
bangalore,3.0,1180,5500000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,957,5500000.0
bangalore,2.0,1000,6000000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,1135,6300000.0
bangalore,2.0,800,3500000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,800,3500000.0
bangalore,3.0,1705,11500000.0
bangalore,2.0,1200,4400000.0
bangalore,2.0,1304,7200000.0
bangalore,2.0,1020,6500000.0
bangalore,2.0,950,6500000.0
bangalore,3.0,1750,22500000.0
bangalore,5.0,3600,22500000.0
bangalore,2.0,1300,12500000.0
bangalore,5.0,4500,35000000.0
bangalore,2.0,925,3200000.0
bangalore,2.0,670,4000000.0
bangalore,2.0,800,3500000.0
bangalore,2.0,1000,6000000.0
bangalore,2.0,1134,4600000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,1150,6500000.0
bangalore,2.0,805,4400000.0
bangalore,2.0,1200,5700000.0
bangalore,2.0,858,3700000.0
bangalore,2.0,900,5500000.0
bangalore,2.0,1109,6500000.0
bangalore,2.0,858,3700000.0
bangalore,7.0,4000,20000000.0
bangalore,3.0,1515,7500000.0
bangalore,2.0,1400,7800000.0
bangalore,3.0,1496,9500000.0
bangalore,5.0,2300,42500000.0
bangalore,2.0,898,3600000.0
bangalore,2.0,1370,11700000.0
bangalore,4.0,1400,17000000.0
bangalore,2.0,1150,6000000.0
bangalore,3.0,1263,7500000.0
bangalore,3.0,1460,6200000.0
bangalore,3.0,1579,7000000.0
bangalore,3.0,1415,8500000.0
bangalore,1.0,705,5000000.0
bangalore,1.0,502,2500000.0
bangalore,3.0,1420,8000000.0
bangalore,2.0,1150,6550000.0
bangalore,3.0,1410,9000000.0
bangalore,2.0,1215,4500000.0
bangalore,2.0,1140,6200000.0
bangalore,3.0,1350,6000000.0
bangalore,2.0,1107,6500000.0
bangalore,2.0,1232,6200000.0
bangalore,2.0,1170,13000000.0
bangalore,3.0,1600,13000000.0
bangalore,6.0,1387,19800000.0
bangalore,2.0,960,4000000.0
bangalore,4.0,1200,9000000.0
bangalore,5.0,4500,30000000.0
bangalore,7.0,4500,27500000.0
bangalore,3.0,1449,13000000.0
bangalore,3.0,1800,65000000.0
bangalore,10.0,3000,65000000.0
bangalore,3.0,1751,19800000.0
bangalore,2.0,993,4800000.0
bangalore,2.0,1131,8000000.0
bangalore,3.0,1398,7200000.0
bangalore,2.0,1135,3600000.0
bangalore,3.0,1225,3800000.0
bangalore,2.0,1120,6300000.0
bangalore,4.0,2200,12500000.0
bangalore,4.0,600,12000000.0
bangalore,3.0,1544,10300000.0
bangalore,2.0,1310,9200000.0
bangalore,5.0,1445,9000000.0
bangalore,3.0,1200,7500000.0
bangalore,5.0,2250,10000000.0
bangalore,4.0,1500,30000000.0
bangalore,2.0,1150,4500000.0
bangalore,2.0,1300,8300000.0
bangalore,4.0,2400,25000000.0
bangalore,1.0,750,4875000.0
bangalore,1.0,750,4875000.0
bangalore,2.0,1200,7800000.0
bangalore,5.0,5000,80000000.0
bangalore,2.0,1105,5000000.0
bangalore,2.0,1180,6000000.0
bangalore,6.0,6600,35000000.0
bangalore,2.0,1139,7000000.0
bangalore,6.0,1295,22500000.0
bangalore,4.0,3000,27500000.0
bangalore,2.0,810,4100000.0
bangalore,10.0,3525,60000000.0
bangalore,10.0,5000,25000000.0
bangalore,3.0,1390,7500000.0
bangalore,2.0,1560,6000000.0
bangalore,2.0,1600,6000000.0
bangalore,2.0,1200,6500000.0
bangalore,3.0,1650,11500000.0
bangalore,5.0,2400,42000000.0
bangalore,5.0,4000,28000000.0
bangalore,4.0,2700,11000000.0
bangalore,4.0,2700,10600000.0
bangalore,5.0,3500,27500000.0
bangalore,2.0,1250,6800000.0
bangalore,3.0,550,12500000.0
bangalore,6.0,1200,13000000.0
bangalore,2.0,2000,8500000.0
bangalore,2.0,920,6200000.0
bangalore,8.0,2600,17500000.0
bangalore,5.0,3400,11000000.0
bangalore,3.0,1606,14000000.0
bangalore,3.0,2656,24500000.0
bangalore,4.0,1000,16000000.0
bangalore,8.0,3000,16500000.0
bangalore,3.0,1610,24200000.0
bangalore,2.0,900,3600000.0
bangalore,3.0,13000,10000000.0
bangalore,2.0,1000,5200000.0
bangalore,2.0,500,2200000.0
bangalore,2.0,924,4500000.0
bangalore,7.0,3100,14000000.0
bangalore,2.0,1280,6300000.0
bangalore,2.0,863,4800000.0
bangalore,5.0,1200,20000000.0
bangalore,3.0,1500,8000000.0
bangalore,1.0,470,2200000.0
bangalore,5.0,1350,14000000.0
bangalore,6.0,4000,35000000.0
bangalore,7.0,1080,30000000.0
bangalore,5.0,3400,16000000.0
bangalore,2.0,1195,6500000.0
bangalore,3.0,1820,14000000.0
bangalore,5.0,1288,16000000.0
bangalore,4.0,2700,22000000.0
bangalore,3.0,1200,8000000.0
bangalore,4.0,2690,55000000.0
bangalore,6.0,4000,21000000.0
bangalore,1.0,3500,13000000.0
bangalore,4.0,2200,14500000.0
bangalore,3.0,1659,13400000.0
bangalore,7.0,5000,20000000.0
bangalore,2.0,1174,7400000.0
bangalore,6.0,2800,23000000.0
bangalore,3.0,1200,5600000.0
bangalore,10.0,2800,6720000.0
bangalore,5.0,5000,12500000.0
bangalore,2.0,1200,6360000.0
bangalore,2.0,1097,6300000.0
bangalore,2.0,750,9000000.0
bangalore,3.0,1490,8000000.0
bangalore,2.0,1335,7500000.0
bangalore,3.0,1200,6400000.0
bangalore,2.0,1200,5500000.0
bangalore,2.0,1097,6000000.0
bangalore,3.0,2225,11399999.999999998
bangalore,1.0,615,350000000.0
bangalore,3.0,1200,4500000.0
bangalore,4.0,2700,19000000.0
bangalore,5.0,4000,12000000.0
bangalore,3.0,1361,16000000.0
bangalore,2.0,1200,3500000.0
bangalore,2.0,750,12000000.0
bangalore,4.0,1800,9000000.0
bangalore,2.0,1050,2500000.0
bangalore,4.0,3800,17000000.0
bangalore,3.0,1411,12700000.0
bangalore,6.0,1920,7900000.0
bangalore,1.0,1000,5500000.0
bangalore,3.0,1351,6000000.0
bangalore,4.0,8000,80000000.0
bangalore,4.0,2700,22000000.0
bangalore,2.0,1221,8500000.0
bangalore,3.0,1000,15500000.0
bangalore,7.0,1200,11000000.0
bangalore,6.0,2400,30000000.0
bangalore,2.0,600,2900000.0
bangalore,2.0,1216,14000000.0
bangalore,1.0,550,2300000.0
bangalore,4.0,1800,8900000.0
bangalore,1.0,700,4500000.0
bangalore,3.0,2639,29000000.0
bangalore,5.0,1202,6400000.0
bangalore,3.0,1200,13000000.0
bangalore,5.0,15000,95000000.0
bangalore,4.0,1900,11500000.0
bangalore,3.0,1450,7200000.0
bangalore,7.0,600,8500000.0
bangalore,1.0,600,3000000.0
bangalore,2.0,1200,6500000.0
bangalore,3.0,2100,14000000.0
bangalore,2.0,1000,30000000.0
bangalore,3.0,1260,19500000.0
bangalore,3.0,1360,8500000.0
bangalore,2.0,900,3690000.0
bangalore,5.0,5800,43000000.0
bangalore,2.0,1068,6100000.0
bangalore,7.0,3900,16500000.0
bangalore,6.0,2800,28000000.0
bangalore,2.0,974,5100000.0
bangalore,2.0,800,3690000.0
bangalore,2.0,850,3690000.0
bangalore,2.0,905,4600000.0
bangalore,2.0,1066,5800000.0
bangalore,2.0,1066,5800000.0
bangalore,4.0,1710,25000000.0
bangalore,3.0,1200,3599000.0
bangalore,2.0,600,1600000.0
