city,bhk,area,price
bangalore,9.0,1172,40000000.0
bangalore,4.0,1900,11000000.0
bangalore,3.0,2000,4000000.0
bangalore,2.0,1269,9000000.0
bangalore,2.0,750,9000000.0
bangalore,1.0,240,2600000.0
mumbai,3.0,1260,57000000.0
mumbai,3.0,1510,28500000.0
mumbai,3.0,2900,45000000.0
mumbai,1.0,450,7500000.0
mumbai,1.0,500,14900000.0
mumbai,1.0,650,13500000.0
mumbai,2.0,1100,19900000.0
mumbai,5.0,4000,135000000.0
mumbai,1.0,600,23500000.0
mumbai,3.0,2275,60000000.0
mumbai,1.0,650,21500000.0
mumbai,5.0,2920,120000000.0
mumbai,4.0,2500,55000000.0
mumbai,1.0,520,11500000.0
mumbai,1.0,540,10000000.0
mumbai,1.0,550,11000000.0
mumbai,2.0,850,3700000.0
mumbai,2.0,800,25000000.0
mumbai,1.0,486,5600000.0
mumbai,1.0,430,12500000.0
mumbai,2.0,850,35000000.0
mumbai,1.0,550,8500000.0
mumbai,2.0,790,37500000.0
mumbai,2.0,870,14500000.0
mumbai,1.0,490,8200000.0
mumbai,1.0,500,16000000.0
mumbai,2.0,741,12500000.0
mumbai,1.0,540,11500000.0
mumbai,2.0,975,18000000.0
mumbai,3.0,1800,35000000.0
mumbai,1.0,560,11500000.0
mumbai,3.0,1300,29900000.000000004
mumbai,3.0,1208,60000000.0
mumbai,2.0,1000,21000000.0
mumbai,3.0,1510,28500000.0
mumbai,2.0,920,11000000.0
mumbai,1.0,748,14000000.0
mumbai,3.0,850,20500000.0
mumbai,1.0,603,11500000.0
mumbai,2.0,1000,14800000.0
mumbai,3.0,1200,29000000.0
mumbai,2.0,658,13000000.0
mumbai,6.0,1750,23000000.0
mumbai,1.0,550,12000000.0
mumbai,3.0,1500,12200000.0
mumbai,3.0,1655,25500000.0
mumbai,2.0,1090,18000000.0
mumbai,3.0,1750,57500000.0
mumbai,1.0,540,13500000.0
mumbai,1.0,425,8920000.0
mumbai,2.0,900,7900000.0
mumbai,1.0,580,8000000.0
mumbai,1.0,520,1800000.0
mumbai,2.0,1400,32500000.0
mumbai,1.0,700,4899000.0
mumbai,2.0,665,15100000.0
mumbai,1.0,392,4200000.0
mumbai,1.0,650,4500000.0
mumbai,3.0,1533,69500000.0
mumbai,1.0,547,4500000.0
mumbai,2.0,780,6100000.0
mumbai,1.0,425,4800000.0
mumbai,2.0,1188,19500000.0
mumbai,2.0,930,34500000.0
mumbai,1.0,350,9500000.0
mumbai,1.0,491,11000000.0
mumbai,1.0,590,3200000.0
mumbai,2.0,1200,9000000.0
mumbai,1.0,650,9400000.0
mumbai,1.0,572,11299999.999999998
mumbai,1.0,450,8500000.0
mumbai,1.0,385,6100000.0
mumbai,1.0,720,20900000.0
mumbai,1.0,280,8000000.0
mumbai,2.0,653,21000000.0
mumbai,2.0,845,16500000.0
mumbai,3.0,1806,38000000.0
mumbai,2.0,750,16500000.0
mumbai,1.0,475,9500000.0
mumbai,3.0,1200,39000000.0
mumbai,2.0,825,16200000.000000002
mumbai,1.0,600,12500000.0
mumbai,1.0,600,10000000.0
mumbai,1.0,340,14900000.0
mumbai,1.0,650,9500000.0
mumbai,2.0,568,12500000.0
mumbai,2.0,1050,17500000.0
mumbai,2.0,1100,22000000.0
mumbai,1.0,537,15000000.0
mumbai,1.0,575,9950000.0
mumbai,3.0,1800,40500000.0
mumbai,2.0,750,11500000.0
mumbai,1.0,650,11500000.0
mumbai,2.0,600,14000000.0
mumbai,1.0,400,8500000.0
mumbai,2.0,1000,32500000.0
mumbai,2.0,1200,20000000.0
mumbai,1.0,450,15000000.0
mumbai,1.0,600,11500000.0
mumbai,2.0,1000,18500000.0
mumbai,2.0,770,13500000.0
mumbai,3.0,1650,39000000.0
mumbai,1.0,560,3250000.0
mumbai,2.0,845,11200000.000000002
mumbai,1.0,530,13500000.0
mumbai,1.0,594,12500000.0
mumbai,1.0,610,3200000.0
mumbai,5.0,980,60000000.0
mumbai,2.0,950,16000000.0
mumbai,3.0,1276,56500000.0
mumbai,1.0,317,2700000.0
mumbai,3.0,1300,35000000.0
mumbai,2.0,925,14000000.0
mumbai,2.0,660,11500000.0
mumbai,2.0,850,17000000.0
mumbai,1.0,650,15000000.0
mumbai,2.0,1093,6200000.0
mumbai,3.0,1385,28000000.0
mumbai,2.0,810,11700000.0
mumbai,3.0,1100,45000000.0
mumbai,3.0,840,23000000.0
mumbai,3.0,1560,55000000.0
mumbai,4.0,2825,47500000.0
mumbai,2.0,632,18000000.0
mumbai,2.0,1350,46500000.0
mumbai,2.0,927,37000000.0
mumbai,2.0,780,19500000.0
mumbai,2.0,600,23000000.0
mumbai,1.0,593,9600000.0
mumbai,2.0,805,28500000.0
mumbai,1.0,743,20000000.0
mumbai,2.0,1150,26500000.0
mumbai,1.0,550,7200000.0
mumbai,1.0,430,11000000.0
mumbai,1.0,750,11000000.0
mumbai,1.0,575,9500000.0
mumbai,1.0,750,11000000.0
mumbai,1.0,680,8400000.0
mumbai,2.0,920,17500000.0
mumbai,1.0,540,7500000.0
mumbai,1.0,750,8500000.0
mumbai,1.0,600,9500000.0
mumbai,1.0,385,2700000.0
mumbai,2.0,965,21000000.0
mumbai,2.0,1000,18000000.0
mumbai,1.0,300,7800000.0
mumbai,1.0,470,9000000.0
mumbai,2.0,1024,32500000.0
mumbai,1.0,500,3800000.0
mumbai,1.0,500,9800000.0
mumbai,1.0,604,12300000.0
mumbai,2.0,717,44500000.0
mumbai,1.0,410,16000000.0
mumbai,2.0,940,44000000.0
mumbai,2.0,600,17500000.0
mumbai,1.0,500,11000000.0
mumbai,1.0,600,13000000.0
mumbai,1.0,550,11000000.0
mumbai,2.0,700,31000000.0
mumbai,2.0,810,16500000.0
mumbai,1.0,450,3800000.0
mumbai,2.0,660,12700000.0
mumbai,2.0,1250,27000000.0
mumbai,4.0,5000,180000000.0
mumbai,4.0,1500,120000000.0
mumbai,2.0,830,13700000.000000002
mumbai,1.0,430,10000000.0
mumbai,1.0,450,8000000.0
mumbai,2.0,600,13500000.0
mumbai,1.0,460,8500000.0
mumbai,2.0,751,20000000.0
mumbai,2.0,905,4800000.0
mumbai,1.0,650,9000000.0
mumbai,1.0,520,11000000.0
mumbai,2.0,875,15000000.0
mumbai,2.0,830,15000000.0
mumbai,1.0,600,9500000.0
mumbai,1.0,600,9500000.0
mumbai,3.0,1250,65000000.0
mumbai,2.0,1200,26000000.0
mumbai,2.0,920,17500000.0
mumbai,2.0,920,17500000.0
mumbai,2.0,920,17400000.0
mumbai,2.0,650,15000000.0
mumbai,2.0,770,19000000.0
mumbai,3.0,1350,32500000.0
mumbai,1.0,370,8000000.0
mumbai,1.0,410,21000000.0
mumbai,3.0,1700,45000000.0
mumbai,1.0,500,7500000.0
mumbai,3.0,1800,44000000.0
mumbai,2.0,549,20000000.0
mumbai,2.0,987,19500000.0
mumbai,3.0,1750,65000000.0
mumbai,2.0,812,11000000.0
mumbai,3.0,1550,30000000.0
mumbai,1.0,550,11500000.0
mumbai,1.0,500,8000000.0
mumbai,3.0,1100,24500000.0
mumbai,1.0,480,6000000.0
mumbai,2.0,780,32500000.0
mumbai,2.0,861,16500000.0
mumbai,1.0,310,7650000.0
mumbai,2.0,750,16000000.0
mumbai,2.0,1200,47500000.0
mumbai,2.0,865,15000000.0
mumbai,3.0,1500,20000000.0
mumbai,2.0,870,15700000.0
mumbai,2.0,1300,19000000.0
mumbai,3.0,1360,27000000.0
mumbai,1.0,495,4400000.0
mumbai,1.0,600,11900000.0
mumbai,2.0,604,15400000.0
mumbai,3.0,1500,45000000.0
mumbai,1.0,535,18500000.0
mumbai,2.0,802,15400000.0
mumbai,2.0,1050,19000000.0
mumbai,2.0,920,17500000.0
mumbai,2.0,850,35000000.0
mumbai,1.0,525,18000000.0
mumbai,1.0,1170,12000000.0
mumbai,3.0,1800,16000000.0
mumbai,1.0,625,9500000.0
mumbai,1.0,545,10000000.0
mumbai,2.0,902,17500000.0
mumbai,1.0,570,10000000.0
mumbai,1.0,620,24000000.0
mumbai,1.0,750,25600000.0
mumbai,2.0,600,13500000.0
mumbai,4.0,2000,50000000.0
mumbai,2.0,990,24000000.0
mumbai,3.0,1400,60000000.0
mumbai,1.0,315,11500000.0
mumbai,2.0,560,6600000.0
mumbai,3.0,1200,14000000.0
mumbai,1.0,640,4500000.0
mumbai,1.0,410,2600000.0
mumbai,1.0,525,5500000.0
mumbai,3.0,1050,8800000.0
mumbai,3.0,1500,160000000.0
mumbai,5.0,3500,80000000.0
mumbai,2.0,560,6600000.0
mumbai,1.0,380,7800000.0
mumbai,2.0,516,8000000.0
mumbai,1.0,666,2500000.0
mumbai,2.0,200,3500000.0
mumbai,1.0,585,12500000.0
mumbai,1.0,450,4500000.0
mumbai,3.0,1300,21000000.0
mumbai,1.0,600,6500000.0
mumbai,5.0,4200,210000000.0
mumbai,2.0,920,17500000.0
mumbai,2.0,730,15000000.0
mumbai,1.0,500,5500000.0
mumbai,3.0,250,2500000.0
mumbai,2.0,872,20000000.0
mumbai,2.0,900,107000000.0
mumbai,4.0,1500,85000000.0
mumbai,1.0,1000,25000000.0
mumbai,1.0,780,8500000.0
mumbai,5.0,1500,10000000.0
mumbai,1.0,650,10200000.0
mumbai,2.0,1250,75000000.0
mumbai,1.0,550,8500000.0
mumbai,1.0,650,7400000.0
mumbai,2.0,650,4200000.0
mumbai,1.0,550,11000000.0
mumbai,3.0,1025,16900000.0
mumbai,4.0,5000,25000000.0
mumbai,1.0,620,11000000.0
mumbai,1.0,456,2700000.0
mumbai,1.0,440,18000000.0
mumbai,2.0,740,4900000.0
mumbai,3.0,1250,57500000.0
mumbai,1.0,645,3200000.0
mumbai,1.0,269,4500000.0
mumbai,1.0,560,3500000.0
mumbai,3.0,1360,33600000.0
mumbai,2.0,500,7000000.0
mumbai,2.0,860,15000000.0
mumbai,3.0,1120,15000000.0
mumbai,1.0,294,2500000.0
mumbai,1.0,400,111000.00000000001
mumbai,3.0,1100,18000000.0
mumbai,7.0,8500,300000000.0
mumbai,2.0,1800,1.0
mumbai,3.0,1050,8900000.0
mumbai,2.0,600,15500000.0
mumbai,1.0,400,2000000.0
mumbai,1.0,486,17500000.0
mumbai,1.0,150,2800000.0
mumbai,1.0,500,4500000.0
mumbai,4.0,450,6000000.0
mumbai,3.0,450,6000000.0
mumbai,2.0,1000,5000000.0
mumbai,4.0,2200,16000000.0
mumbai,2.0,845,12000000.0
mumbai,1.0,264,1800000.0
mumbai,2.0,920,17500000.0
mumbai,2.0,920,17500000.0
mumbai,1.0,580,2500000.0
new delhi,1.0,442,6000000.0
new delhi,2.0,986,20000000.0
new delhi,2.0,930,12500000.0
new delhi,3.0,1200,18000000.0
new delhi,2.0,500,3000000.0
new delhi,4.0,1650,20000000.0
new delhi,3.0,1600,35000000.0
new delhi,3.0,1650,19000000.0
new delhi,2.0,650,4000000.0
new delhi,2.0,732,8500000.0
new delhi,2.0,802,3500000.0
new delhi,3.0,1250,18500000.0
new delhi,2.0,1100,8800000.0
new delhi,3.0,2200,17500000.0
new delhi,2.0,1000,5500000.0
new delhi,3.0,1800,28000000.0
new delhi,2.0,850,11000000.0
new delhi,2.0,900,9000000.0
new delhi,3.0,1400,18500000.0
new delhi,4.0,1700,22000000.0
new delhi,2.0,589,4150000.0
new delhi,2.0,950,11000000.0
new delhi,2.0,900,11000000.0
new delhi,3.0,1200,17000000.0
new delhi,2.0,900,9500000.0
new delhi,4.0,2100,25000000.0
new delhi,2.0,1420,14000000.0
new delhi,3.0,1853,21000000.0
new delhi,1.0,300,2400000.0
new delhi,3.0,2000,13500000.0
new delhi,3.0,1850,21500000.0
new delhi,4.0,2150,25000000.0
new delhi,3.0,1850,21500000.0
new delhi,4.0,2100,31500000.0
new delhi,4.0,2100,31500000.0
new delhi,4.0,2650,31000000.0
new delhi,2.0,1420,14000000.0
new delhi,2.0,1000,8500000.0
new delhi,5.0,3500,50000000.0
new delhi,3.0,1350,24000000.0
new delhi,2.0,1300,15000000.0
new delhi,4.0,2750,31000000.0
new delhi,3.0,1350,32000000.0
new delhi,2.0,850,13000000.0
new delhi,3.0,1300,16000000.0
new delhi,4.0,2150,25000000.0
new delhi,4.0,2150,31500000.0
new delhi,3.0,1622,30000000.0
new delhi,4.0,2100,25000000.0
new delhi,1.0,495,1500000.0
new delhi,2.0,700,6000000.0
new delhi,4.0,4000,40000000.0
new delhi,2.0,400,3200000.0
new delhi,2.0,720,11000000.0
new delhi,1.0,225,1600000.0
new delhi,2.0,720,9000000.0
new delhi,2.0,1050,10000000.0
new delhi,3.0,1200,24000000.0
new delhi,2.0,688,5800000.0
new delhi,2.0,750,7000000.0
new delhi,10.0,5000,26000000.0
new delhi,2.0,1000,8000000.0
new delhi,5.0,1800,92500000.0
new delhi,2.0,800,4500000.0
new delhi,2.0,445,2500000.0
new delhi,2.0,1100,12700000.0
new delhi,3.0,1620,18000000.0
new delhi,3.0,1850,21500000.0
new delhi,2.0,1420,14000000.0
new delhi,3.0,1700,22000000.0
new delhi,4.0,2150,25000000.0
new delhi,2.0,315,4200000.0
new delhi,2.0,700,9000000.0
new delhi,2.0,1250,15900000.0
new delhi,2.0,950,2600000.0
new delhi,2.0,1420,14000000.0
new delhi,3.0,1500,19000000.0
new delhi,2.0,1000,12000000.0
new delhi,3.0,1800,15500000.0
new delhi,1.0,580,7000000.0
new delhi,3.0,1800,19500000.0
new delhi,4.0,1000,16000000.0
new delhi,3.0,1350,16500000.0
new delhi,3.0,1000,10800000.0
new delhi,2.0,1050,9000000.0
new delhi,7.0,12000,135000000.0
new delhi,5.0,2000,35000000.0
new delhi,3.0,2403,20000000.0
new delhi,10.0,5760,105000000.0
new delhi,2.0,900,12000000.0
new delhi,3.0,5000,7500000.0
new delhi,10.0,1800,80000000.0
new delhi,2.0,1100,17000000.0
new delhi,3.0,300,20000000.0
new delhi,2.0,950,8800000.0
new delhi,2.0,558,2500000.0
new delhi,2.0,558,2500000.0
new delhi,2.0,1300,27500000.0
new delhi,9.0,5000,140000000.0
new delhi,2.0,500,5000000.0
new delhi,3.0,1250,8500000.0
new delhi,3.0,1250,5500000.0
new delhi,3.0,1250,5500000.0
new delhi,3.0,1017,12000000.0
new delhi,2.0,1100,14000000.0
new delhi,1.0,344,2400000.0
new delhi,4.0,150,10000000.0
new delhi,2.0,893,10000000.0
new delhi,4.0,1640,7000000.0
new delhi,3.0,150,1500000.0
new delhi,3.0,2000,30000000.0
new delhi,3.0,800,12500000.0
new delhi,3.0,2000,13500000.0
new delhi,3.0,1782,3500000.0
new delhi,1.0,365,3200000.0
new delhi,1.0,645,5000000.0
new delhi,3.0,3000,11000000.0
new delhi,1.0,405,2100000.0
new delhi,2.0,1100,12000000.0
new delhi,6.0,1359,76000000.0
new delhi,4.0,950,3500000.0
new delhi,2.0,882,3300000.0
new delhi,10.0,2045,250000000.0
new delhi,10.0,1125,36000000.0
new delhi,2.0,900,22000000.0
new delhi,2.0,668,13000000.0
new delhi,1.0,495,1500000.0
new delhi,5.0,1500,15000000.0
new delhi,1.0,315,2200000.0
new delhi,8.0,3100,18000000.0
new delhi,4.0,2000,32000000.0
new delhi,3.0,950,17000000.0
new delhi,1.0,400,2495000.0
new delhi,1.0,675,3000000.0
new delhi,2.0,1300,7400000.0
new delhi,4.0,1250,11399999.999999998
new delhi,2.0,900,17500000.0
new delhi,3.0,2000,30000000.0
new delhi,2.0,750,11000000.0
new delhi,2.0,1700,20000000.0
new delhi,6.0,2500,19500000.0
new delhi,3.0,1829,100000000.0
new delhi,6.0,2500,40000000.0
new delhi,2.0,1248,12000000.0
new delhi,3.0,280,1400000.0
new delhi,4.0,4100,260000000.0
new delhi,2.0,450,3200000.0
new delhi,3.0,1800,30000000.0
new delhi,2.0,1300,19900000.0
new delhi,1.0,450,2949000.0
new delhi,5.0,1350,63000000.0
new delhi,1.0,350,1700000.0
new delhi,3.0,1250,4000000.0
new delhi,3.0,1250,5500000.0
new delhi,2.0,900,12000000.0
new delhi,10.0,2000,50000000.0
new delhi,3.0,1200,24000000.0
new delhi,1.0,405,10500000.0
new delhi,4.0,720,8000000.0
new delhi,4.0,1700,30000000.0
new delhi,2.0,800,10000000.0
new delhi,1.0,450,5500000.0
new delhi,3.0,4278,30000000.0
new delhi,8.0,13796,10000000.0
new delhi,2.0,700,13200000.0
new delhi,3.0,900,45000000.0
new delhi,7.0,675,11000000.0
new delhi,2.0,1000,7500000.0
new delhi,1.0,450,3800000.0
new delhi,2.0,1100,9800000.0
new delhi,2.0,1000,9800000.0
new delhi,2.0,623,4500000.0
new delhi,5.0,1125,35000000.0
new delhi,2.0,713,12500000.0
new delhi,9.0,2500,18000000.0
new delhi,2.0,279,7500000.0
new delhi,10.0,3240,45000000.0
new delhi,3.0,1313,20000000.0
new delhi,3.0,1300,24000000.0
new delhi,3.0,800,6000000.0
new delhi,5.0,5500,60000000.0
new delhi,3.0,1800,22000000.0
new delhi,9.0,4545,50000000.0
new delhi,2.0,1386,22000000.0
new delhi,4.0,200,4000000.0
new delhi,2.0,963,4000000.0
new delhi,2.0,400,175000.0
new delhi,6.0,1440,8000000.0
new delhi,4.0,500,15000000.0
new delhi,2.0,890,11000000.0
new delhi,6.0,160,5200000.0
new delhi,8.0,1700,17000000.0
new delhi,2.0,900,16000000.0
new delhi,4.0,1800,55000000.0
new delhi,2.0,420,1700000.0
new delhi,10.0,2700,200000000.0
new delhi,3.0,1225,14000000.0
new delhi,3.0,950,10900000.0
new delhi,2.0,579,3000000.0
new delhi,5.0,4500,65000000.0
new delhi,6.0,2000,18000000.0
new delhi,1.0,280,1998999.9999999998
new delhi,3.0,1070,14000000.0
new delhi,2.0,1300,7400000.0
new delhi,1.0,366,1600000.0
new delhi,1.0,650,5200000.0
new delhi,4.0,1600,8700000.0
new delhi,4.0,500,13000000.0
new delhi,1.0,320,1650000.0
new delhi,2.0,800,4000000.0
new delhi,3.0,950,6500000.0
new delhi,5.0,710,5500000.0
new delhi,3.0,500,3500000.0
new delhi,1.0,315,2500000.0
new delhi,10.0,2500,17000000.0
new delhi,3.0,1550,28000000.0
new delhi,3.0,3900,25000000.0
new delhi,2.0,900,11000000.0
new delhi,4.0,3600,8000000.0
new delhi,5.0,3500,16000000.0
new delhi,4.0,1500,17000000.0
new delhi,2.0,900,7500000.0
new delhi,2.0,1240,18000000.0
new delhi,4.0,370,8000000.0
new delhi,2.0,1240,18000000.0
new delhi,3.0,2000,35000000.0
new delhi,1.0,370,2400000.0
new delhi,4.0,2600,92500000.0
new delhi,1.0,500,5700000.0
new delhi,2.0,1140,2300000.0
new delhi,2.0,1050,8500000.0
new delhi,5.0,2162,5500000.0
new delhi,2.0,581,20000000.0
new delhi,1.0,455,3000000.0
new delhi,2.0,1010,8500000.0
new delhi,10.0,2763,25000000.0
new delhi,5.0,2500,23500000.0
new delhi,3.0,1170,17500000.0
new delhi,2.0,279,6000000.0
new delhi,9.0,2700,15500000.0
new delhi,4.0,1550,13000000.0
new delhi,3.0,1750,20000000.0
new delhi,2.0,550,3100000.0
new delhi,2.0,500,1600000.0
new delhi,3.0,600,3500000.0
new delhi,4.0,1728,47000000.0
new delhi,3.0,1550,6200000.0
new delhi,2.0,150,2000000.0
new delhi,3.0,1500,30600000.0
new delhi,2.0,868,14000000.0
new delhi,5.0,800,60000000.0
new delhi,1.0,344,2800000.0
new delhi,2.0,1000,6000000.0
new delhi,10.0,9900,350000000.0
new delhi,2.0,519,7000000.0
new delhi,2.0,7000,15000000.0
new delhi,3.0,1200,8000000.0
new delhi,4.0,892,7500000.0
new delhi,2.0,1000,6000000.0
new delhi,4.0,6000,82000000.0
new delhi,1.0,400,1600000.0
new delhi,2.0,1100,9000000.0
new delhi,3.0,1500,18500000.0
new delhi,3.0,840,8000000.0
new delhi,4.0,891,8500000.0
new delhi,2.0,765,3000000.0
new delhi,1.0,800,12000000.0
new delhi,4.0,2700,25000000.0
new delhi,2.0,558,2500000.0
new delhi,3.0,1110,12100000.0
new delhi,5.0,455,9000000.0
new delhi,10.0,1000,14500000.0
new delhi,5.0,710,6000000.0
new delhi,2.0,1215,14500000.0
new delhi,2.0,950,11000000.0
new delhi,2.0,872,5500000.0
new delhi,3.0,1350,20000000.0
new delhi,2.0,1000,11000000.0
new delhi,2.0,670,2100000.0
new delhi,2.0,800,5500000.0
new delhi,5.0,300,16000000.0
new delhi,1.0,360,1750000.0
new delhi,4.0,2160,12000000.0
new delhi,2.0,430,5500000.0
new delhi,4.0,900,20000000.0
new delhi,2.0,1100,11000000.0
new delhi,5.0,585,3500000.0
new delhi,2.0,603,2800000.0
new delhi,2.0,900,10000000.0
new delhi,1.0,600,1500000.0
new delhi,5.0,900,6500000.0
new delhi,1.0,270,1200000.0
new delhi,5.0,297,6500000.0
new delhi,2.0,950,9200000.0
new delhi,5.0,1143,13000000.0
new delhi,3.0,400,7000000.0
new delhi,6.0,810,15000000.0
new delhi,1.0,900,4500000.0
new delhi,3.0,150,700000.0
new delhi,1.0,333,1750000.0
new delhi,4.0,1500,27500000.0
new delhi,10.0,5000,65000000.0
new delhi,2.0,900,14000000.0
new delhi,1.0,550,4000000.0
new delhi,3.0,1150,18000000.0
new delhi,2.0,1250,17000000.0
new delhi,2.0,1625,17500000.0
new delhi,2.0,1420,14000000.0
new delhi,3.0,1850,21500000.0
new delhi,4.0,2100,25000000.0
new delhi,3.0,1850,21000000.0
new delhi,3.0,2340,30000000.0
new delhi,4.0,2650,31000000.0
new delhi,4.0,2100,25000000.0
new delhi,3.0,1750,20000000.0
new delhi,3.0,1850,21000000.0
new delhi,2.0,1400,10000000.0
new delhi,3.0,900,6500000.0
new delhi,4.0,2100,25000000.0
new delhi,4.0,2100,31500000.0
new delhi,4.0,2650,31000000.0
new delhi,4.0,1500,15500000.0
new delhi,3.0,1725,20000000.0
new delhi,3.0,1620,18000000.0
new delhi,2.0,1240,21500000.0
new delhi,1.0,327,1504000.0
new delhi,2.0,675,2250000.0
new delhi,3.0,2000,1900000.0
new delhi,3.0,800,5000000.0
new delhi,3.0,360,2550000.0
new delhi,3.0,1940,33000000.0
new delhi,2.0,350,3000000.0
new delhi,3.0,1900,19000000.0
new delhi,2.0,450,2500000.0
new delhi,1.0,520,3100000.0
new delhi,2.0,1000,6000000.0
new delhi,5.0,4500,65000000.0
new delhi,3.0,311,6000000.0
new delhi,3.0,1100,16000000.0
new delhi,8.0,900,12500000.0
new delhi,1.0,297,1450000.0
new delhi,4.0,2500,10000000.0
new delhi,2.0,720,5000000.0
new delhi,3.0,1200,10500000.0
new delhi,1.0,366,2200000.0
new delhi,3.0,713,3300000.0
new delhi,2.0,800,3000000.0
new delhi,3.0,990,33000000.0
new delhi,3.0,3150,110000000.0
new delhi,2.0,1100,15000000.0
new delhi,2.0,450,3500000.0
new delhi,1.0,450,3000000.0
new delhi,2.0,500,4200000.0
new delhi,9.0,2565,13000000.0
new delhi,1.0,360,1700000.0
new delhi,1.0,400,2000000.0
new delhi,2.0,200,2800000.0
new delhi,7.0,2500,11500000.0
new delhi,3.0,5805,140000000.0
new delhi,3.0,1350,3000000.0
new delhi,2.0,754,12000000.0
new delhi,2.0,450,2350000.0
new delhi,4.0,1800,12500000.0
new delhi,1.0,250,7500000.0
new delhi,5.0,668,8000000.0
new delhi,3.0,1500,5000000.0
new delhi,2.0,450,3500000.0
new delhi,1.0,1150,2000000.0
new delhi,2.0,450,2000000.0
new delhi,3.0,1250,12800000.0
new delhi,3.0,450,4000000.0
new delhi,1.0,350,1400000.0
new delhi,2.0,585,3500000.0
new delhi,1.0,450,1350000.0
new delhi,5.0,4500,65000000.0
new delhi,3.0,1250,13799999.999999998
new delhi,2.0,540,2700000.0
new delhi,5.0,3500,50000000.0
new delhi,2.0,1200,20000000.0
new delhi,3.0,800,1600000.0
new delhi,3.0,1200,14500000.0
new delhi,3.0,1000,5500000.0
new delhi,2.0,600,400000.0
new delhi,4.0,1000,4500000.0
new delhi,3.0,1000,13000000.0
new delhi,5.0,1755,7500000.0
new delhi,2.0,450,5500000.0
new delhi,5.0,3500,30000000.0
new delhi,2.0,450,3000000.0
new delhi,5.0,3510,55000000.0
new delhi,3.0,1600,100000.0
new delhi,1.0,370,3500000.0
new delhi,3.0,446,9000000.0
new delhi,3.0,1250,14000000.0
new delhi,4.0,345,11000000.0
new delhi,2.0,1300,1500000.0
new delhi,1.0,500,2000000.0
new delhi,2.0,1530,1400000.0
new delhi,8.0,2421,200000000.0
new delhi,3.0,2000,22000000.0
new delhi,1.0,440,1700000.0
new delhi,5.0,1125,58000000.0
new delhi,2.0,2000,6000000.0
new delhi,4.0,2280,75000000.0
new delhi,3.0,950,7500000.0
new delhi,1.0,600,5000000.0
new delhi,2.0,1100,12900000.0
new delhi,2.0,1000,6500000.0
new delhi,2.0,460,4000000.0
new delhi,3.0,1800,8625000.0
new delhi,6.0,540,8000000.0
new delhi,1.0,500,5100000.0
new delhi,3.0,1180,21000000.0
new delhi,1.0,500,1700000.0
new delhi,10.0,3250,11800000.0
new delhi,2.0,500,2500000.0
new delhi,4.0,960,2700000.0
new delhi,6.0,600,9750000.0
new delhi,2.0,450,1500000.0
new delhi,2.0,500,3000000.0
new delhi,2.0,750,3700000.0
new delhi,2.0,675,13000000.0
new delhi,4.0,3000,7000000.0
new delhi,10.0,2196,30000000.0
new delhi,3.0,1000,3100000.0
new delhi,2.0,675,4100000.0
new delhi,3.0,1050,4500000.0
new delhi,4.0,1250,7000000.0
new delhi,4.0,450,3200000.0
new delhi,3.0,600,4000000.0
new delhi,1.0,280,7500000.0
new delhi,1.0,550,4500000.0
new delhi,5.0,250,55.0
new delhi,1.0,225,1800000.0
new delhi,3.0,333,2000000.0
new delhi,3.0,963,3500000.0
pune,2.0,840,5700000.0
pune,2.0,1100,4800000.0
pune,1.0,699,3250000.0
pune,2.0,810,4200000.0
pune,2.0,1500,16800000.0
pune,2.0,1009,5700000.0
pune,1.0,648,4700000.0
pune,3.0,2725,18500000.0
pune,2.0,792,4100000.0
pune,6.0,3150,37500000.0
pune,2.0,720,6700000.0
pune,3.0,999,11000000.0
pune,2.0,1030,5000000.0
pune,2.0,930,4800000.0
pune,3.0,1400,6500000.0
pune,2.0,694,3500000.0
pune,1.0,620,3700000.0
pune,3.0,1230,7500000.0
pune,2.0,750,3000000.0
pune,4.0,1700,21500000.0
pune,2.0,1280,11000000.0
pune,3.0,1373,9800000.0
pune,2.0,1150,6200000.0
pune,2.0,1350,11000000.0
pune,2.0,1061,5200000.0
pune,3.0,1105,16000000.0
pune,2.0,1125,5500000.0
pune,2.0,890,4700000.0
pune,2.0,750,4000000.0
pune,2.0,700,5200000.0
pune,3.0,2067,23000000.0
pune,1.0,570,6000000.0
pune,3.0,1350,9500000.0
pune,3.0,1263,7200000.0
pune,2.0,925,4500000.0
pune,3.0,1300,6800000.0
pune,1.0,530,2700000.0
pune,2.0,1076,9500000.0
pune,2.0,820,5000000.0
pune,1.0,585,4800000.0
pune,2.0,957,8000000.0
pune,2.0,1000,7000000.0
pune,1.0,800,6500000.0
pune,2.0,960,4400000.0
pune,2.0,630,3900000.0
pune,3.0,1100,9500000.0
pune,1.0,700,3800000.0
pune,2.0,900,6000000.0
pune,2.0,1038,7200000.0
pune,3.0,1400,6500000.0
pune,3.0,1265,9500000.0
pune,2.0,974,13500000.0
pune,2.0,1000,5800000.0
pune,2.0,1000,5100000.0
pune,2.0,940,6500000.0
pune,3.0,1435,12000000.0
pune,2.0,885,5500000.0
pune,2.0,950,6500000.0
pune,2.0,1100,5500000.0
pune,3.0,1500,8500000.0
pune,1.0,669,3150000.0
pune,2.0,925,4500000.0
pune,2.0,770,4500000.0
pune,2.0,1065,7500000.0
pune,2.0,890,6000000.0
pune,2.0,900,3500000.0
