PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
"Mehdipatnam, Hyderabad","6 BHK Independent House for sale in Mehdipatnam, Hyderabad",,Hyderabad,6.85 Cr,"Mehdipatnam, Hyderabad",5000,13700,"Duplex bungalow with Penthouse and independent servant quarter in GHMC approved peaceful colony away from busy Mehdipatnam. East Facing to 40FT wide road. Built as per Vastu. 3 extra large and 2 large bedrooms with attached ensuite with space to install tub. All rooms furnished with quality either wood or modern furnishings. Huge balconies and outdoor space in front and sides. Large underground sump with sweet water Borewell and scheme water More About This Property 6 BHK Independent House for sale in Mehdipatnam, Hyderabad. This 6 BHK unit is available in Mehdipatnam and offers a premium life...",6,17.3942627,78.4342514,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiP_PwpC1OYnhS3DnBsvvlHPLiDIDM7wehSA&s
Western Plaza,"3 BHK Flat for sale in Shaikpet, Hyderabad",,Hyderabad,1.3 Cr,"OU Colony, Shaikpet,Hyderabad",1802,7210,"Looking for a good 3 BHK Apartment in Shaikpet, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 9. Maintenance charges of this property is Rs 3600. This Apartment is available for Rs 1.3 Cr. This modern unit has a built-up area of 1802 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Apollo Hospitals - Best Hospitals in Hyderabad, Sunshine Hospitals, Gachibowli, Hyderabad, and Focus Dental Care & Dental Implant Center. Est...",3,17.4037027,78.3934473,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Information Colony, Hayathnagar,Hyderabad","3 BHK Flat for sale in Hayathnagar, Hyderabad",,Hyderabad,68.0 L,"Information Colony, Hayathnagar,Hyderabad",1550,4390,"Check out this 3 BHK Apartment for sale in Hayathnagar, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Hayathnagar is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 5. The property's price is Rs 68.0 L. Residents in this property pay Rs 1500 towards maintenance. This property is a modern-day abode, with 1550 Square feet built-up area. The unit...",3,17.3155604,78.5998587,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQksc9rYyKuD5_Re-euJwt3FBu27Rd30V8MOw&s
Pruthvi Raintree Abode,"3 BHK Flat for sale in Serilingampally, Hyderabad",,Hyderabad,95.0 L,"Rail Vihar, Serilingampally,Hyderabad",1380,6880,"3 BHK Apartment for sale in Serilingampally, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Serilingampally which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Serilingampally. The property is on floor 7 and the total number of floors is 7. This 3 BHK Apartment is available at a reasonable price of Rs 95.0 L. Residents also need to pay maintenance charges of Rs 2850. The built-up area is 1380 Square feet. This property has provision for...",3,17.4836502,78.312489,https://images.unsplash.com/photo-1722421492323-eaf9c401befe?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Lanco Hills Apartments,"4 BHK Flat for sale in Manikonda, Hyderabad",,Hyderabad,3.98 Cr,"Manikonda, Hyderabad",3658,10880,"Looking for a good 4 BHK Apartment in Manikonda, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. The property is on floor 30. Total number of floors is 34. This Apartment is available for Rs 3.98 Cr. This modern unit has a built-up area of 3658 Square feet. There are 4 bedrooms and 5 bathroom. It also has a servant room. It is very close to some of city's best hospitals, such as, Care Hospitals - Hi-tech City, Hyderabad, Sunshine Hospitals, Gachibowli, Hyderabad, and Focus Dental Care & Dental Implant Center. Established schools, such ...",4,17.3999951,78.3861689,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"King Koti, Hyderguda,Hyderabad","3 BHK Independent House for sale in Hyderguda, Hyderabad",,Hyderabad,4.0 Cr,"King Koti, Hyderguda,Hyderabad",1575,25400,"3 BHK Independent House for sale in Hyderguda, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Hyderguda which is a promising investment destination in Hyderabad. This might be your chance to grab the best 3 BHK property for sale in Hyderguda. This 3 BHK Independent House is available at a reasonable price of Rs 4.0 Cr. The built-up area is 1575 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Dr P Siva Red...",3,17.3936821,78.4823947,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhMXLoV9rJzMhY4e9PTGZtKF5pj5nLgNfVg&s
NCL Sindhu,"3 BHK Flat for sale in Kompally, Hyderabad",,Hyderabad,1.5 Cr,"Kompally, Hyderabad",1760,8520,"Looking for a 3 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 3 BHK property in Hyderabad's finest location, Kompally. This is an owner listed property and there is no brokerage involved. It is on floor 7 out of 9 floors. This Apartment is available at a reasonable price of Rs 1.5 Cr. Maintenance charges in this property is Rs 4200. The built up area of this property is 1760 Square feet. This property is East facing. There are 3 bedrooms and 3 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities...",3,17.5354867,78.5096981,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTG1lJQuZeAz1iEaSRlc9WezxNFe31_2RCYxo6zeDUErELmluUzRdRnbOg&s
"Bachupally, Hyderabad","4 BHK Villa for sale in Bachupally, Hyderabad",,Hyderabad,2.68 Cr,"Bachupally, Hyderabad",1800,14890,"Best 4 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Hyderabad's top location, Bachupally. The property price of this unit is Rs 2.68 Cr. Monthly maintenance costs Rs 0. The built-up area is 1800 Square feet. There are 4 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Sunshine Preschools, Sunshine Preschool, and Sunshine Preschool. Healthcare facility is also close at hand with Sri Physiotherapy & Rehabilitation Center, RELIEF HOSPITAL,...",4,17.5423902,78.3854429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
"Maruthi Nagar, Kothapet,Hyderabad","2 BHK Flat for sale in Kothapet, Hyderabad",,Hyderabad,55.0 L,"Maruthi Nagar, Kothapet,Hyderabad",1000,5500,"2 BHK Apartment for sale in Kothapet, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kothapet which is a promising investment destination in Hyderabad. This might be your chance to grab the best 2 BHK property for sale in Kothapet. The property is on floor 1 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 55.0 L. Residents also need to pay maintenance charges of Rs 1100. It is a very spacious property, spread over 970 Square feet. The built-up area is 1000 Squa...",2,17.3771093,78.5411342,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdDoIhV4akHKqv3GcuUwlcvO2L1aZ7BnXi4Q&s
"ALEAP Industrial Area, Gajularamaram,Hyderabad","3 BHK Independent House for sale in Gajularamaram, Hyderabad",,Hyderabad,1.61 Cr,"ALEAP Industrial Area, Gajularamaram,Hyderabad",1700,9470,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Hyderabad's top location, Gajularamaram. The property price of this unit is Rs 1.6 Cr. Monthly maintenance costs Rs 0. The built-up area is 1700 Square feet. There are 3 bedrooms and 4 bathroom. This property enjoys a good view and is South-facing. It is a safe premise with cctv facility. Other amenities include provisions for Gym, Garden, Swimming Pool, Community Hall. Regular water supply is provided. Kids have their own kids are...",3,17.5302431,78.3978897,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
"Medchal, Hyderabad","2 BHK Flat for sale in Medchal, Hyderabad",,Hyderabad,32.79 L,"Medchal, Hyderabad",1367,2400,"RK constructer& developers i have one another property duplace house for sale  More About This Property Check out this 2 BHK Apartment for sale in Medchal, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Medchal is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. The property's price is Rs 32.79 L. Residents in this property pay Rs 500 towards maintenance. This property is a modern-day abode, with 1367 Square feet bu...",2,17.4930644,78.3914079,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
SV Narayana Reddy Homes,"2 BHK Flat for sale in Saroornagar, Hyderabad",,Hyderabad,40.0 L,"Bhagya Nagar, Saroornagar,Hyderabad",755,5300,"Check out this 2 BHK Apartment for sale in Saroornagar, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Saroornagar is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 5. The property's price is Rs 40.0 L. This property is a modern-day abode, with 755 Square feet built-up area. It is a East-facing property. The unit has 2 bedrooms and 2 bathroom....",2,17.3452888,78.5332108,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Vivekananda Nagar, Kukatpally,Hyderabad","2 BHK Flat for sale in Kukatpally, Hyderabad",,Hyderabad,65.0 L,"Vivekananda Nagar, Kukatpally,Hyderabad",1100,5910,"Check out this 2 BHK Apartment for sale in Kukatpally, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Kukatpally is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 4. The property's price is Rs 65.0 L. Residents in this property pay Rs 1500 towards maintenance. This property is a modern-day abode, with 1100 Square feet built-up area. The carpet...",2,17.4935675,78.4123478,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
"Miyapur, Hyderabad","2 BHK Flat for sale in Miyapur, Hyderabad",,Hyderabad,34.0 L,"Miyapur, Hyderabad",951,3580,"Check out this 2 BHK Apartment for sale in Miyapur, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Miyapur is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 4. The property's price is Rs 34.0 L. This property is a modern-day abode, with 951 Square feet built-up area. The carpet-area is 900 Square feet. It is a East-facing property. The unit ha...",2,17.4981608,78.3567628,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
Janapriya Lake Front,"2 BHK Flat for sale in Kapra, Hyderabad",,Hyderabad,34.0 L,"Malla Reddy Colony, Kapra,Hyderabad",860,3950,"One of the finest property in Kapra is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 9 storeyed building. The price of this Apartment is Rs 34.0 L. Other charges when you move into this property include maintenance, which is Rs 2200. This Apartment is spacious with a built-up area of 860 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Ashoka Multi Speciality Rehabilitation Centre, ANURAAG SPEACIAL SCHOOL, and Anuraag Rehabilitatio...",2,17.492428,78.5580093,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
Surya Nagari society,"9 BHK Independent House for sale in Alwal, Hyderabad",,Hyderabad,2.75 Cr,"Yadamma Nagar, Alwal,Hyderabad",4600,5980,"Semi commercial rental property Rental income : 55k pmTotal area : 261 sqyds Built up area : 4600 sft2bhk × 41bhk × 12 shutters East facing property More About This Property Best 9 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 9 BHK property for sale in one of Hyderabad's top location, Alwal. The property price of this unit is Rs 2.75 Cr. Monthly maintenance costs Rs 0. The built-up area is 4600 Square feet. There are 9 bedrooms and 9 bathroom. This property enjoys a good view and is North-East-facing. It is an ideal...",9,17.492915,78.4936549,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
Sobhana Towers,"2 BHK Flat for sale in Kukatpally, Hyderabad",,Hyderabad,52.0 L,"Vivekananda Nagar, Kukatpally,Hyderabad",950,5470,"2 BHK Apartment for sale in Hyderabad. This property is in Kukatpally, which is a coveted investment location. This tastefully designed 2 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 2. The total number of floors in this Apartment is 5. The price of the Apartment is Rs 52.0 L. Monthly maintenance charges come to Rs 1500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 950 Square...",2,17.4935675,78.4123478,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
Raj Swari Residency,"2 BHK Flat for sale in Meerpet, Hyderabad",,Hyderabad,48.0 L,"Hanuman Nagar Colony, Meerpet,Hyderabad",1000,4800,"2 BHK Apartment for sale in Hyderabad. This property is in Meerpet, which is a coveted investment location. This tastefully designed 2 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 48.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1000 Square feet. It has 2 bathroom and 4 bedrooms. Some o...",2,17.4605317,78.5552944,https://images.unsplash.com/photo-1649083048381-520a5b3d91ff?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Police Colony, Kondapur,Hyderabad","3 BHK Flat for sale in Kondapur, Hyderabad",,Hyderabad,92.0 L,"Police Colony, Kondapur,Hyderabad",1470,6260,"One of the finest property in Kondapur is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 5 storeyed building. The price of this Apartment is Rs 92.0 L. Other charges when you move into this property include maintenance, which is Rs 2000. This Apartment is spacious with a built-up area of 1470 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Sri Rama High School, Guitar Mantra, and Richmond School. It is also close to good and repute...",3,17.4660472,78.3579011,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGhvdXNlfGVufDB8fDB8fHww
"Miyapur, Hyderabad","3 BHK Flat for sale in Miyapur, Hyderabad",,Hyderabad,69.75 L,"Miyapur, Hyderabad",1550,4500,"Harivilla lake heights
Standalone building
5Floors 
Total 10flats
Located in miyapur near HMT swarnapuri colony
1540sft 1550sft
available
Ready to move
GHMC Approved Project
East facing Available More About This Property Looking for a 3 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 3 BHK property in Hyderabad's finest location, Miyapur. This is an owner listed property and there is no brokerage involved. It is on floor 4 out of 5 floors. This Apartment is available at a reasonable price of Rs 69.75 L. Maintenance charges in this property is Rs 0. The built up area of thi...",3,17.4981608,78.3567628,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
"Sri Venkateshwara Colony, Balapur,Hyderabad","2 BHK Independent House for sale in Balapur, Hyderabad",,Hyderabad,86.0 L,"Sri Venkateshwara Colony, Balapur,Hyderabad",1230,6990,"Check out this 2 BHK Independent House for sale in Balapur, Hyderabad. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Independent House is perfect for a modern-day lifestyle. Balapur is a promising location in Hyderabad and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 86.0 L. This property is a modern-day abode, with 1230 Square feet built-up area. It is a East-facing property. The unit has 2 bedrooms and 2 bathroom. Educational institutions are closeby with schools such as...",2,17.3196033,78.5287047,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
"Kanaka Durga Colony, Karwan,Hyderabad","3 BHK Independent House for sale in Karwan, Hyderabad",,Hyderabad,1.35 Cr,"Kanaka Durga Colony, Karwan,Hyderabad",1305,10340,"This property located in a area where more rental demand. Has muncipal permission for  more 2 floors on top. Very near to Gudimalkapur Flower Market, Vegetable Market. Good Connectivity with medical, transport and entertainment zones, Near by Airport Flyover (PVNR Express way). Very Near to Upcoming Dmart. More About This Property Looking for a good 3 BHK Independent House in Karwan, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 1.35 Cr. This mod...",3,17.3788061,78.4306087,https://images.unsplash.com/photo-1484101403633-562f891dc89a?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8N3x8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Boduppal, Hyderabad","4 BHK Independent House for sale in Boduppal, Hyderabad",,Hyderabad,1.2 Cr,"Boduppal, Hyderabad",2900,4140,"4 BHK Independent House for sale in Boduppal, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Boduppal which is a promising investment destination in Hyderabad. This might be your chance to grab the best 4 BHK property for sale in Boduppal. This 4 BHK Independent House is available at a reasonable price of Rs 1.2 Cr. Residents also need to pay maintenance charges of Rs 200. It is a very spacious property, spread over 900 Square feet. The built-up area is 2900 Square feet. This property has provision for ...",4,17.3988408,78.5366218,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
Ananda Homes Bay Hills,"3 BHK Flat for sale in Narsingi, Hyderabad",,Hyderabad,1.8 Cr,"Narsingi, Hyderabad",1926,9350,"Looking for a good 3 BHK Apartment in Narsingi, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 6. This Apartment is available for Rs 1.95 Cr. This modern unit has a built-up area of 1926 Square feet. There are 3 bedrooms and 3 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This prope...",3,17.3996471,78.351242,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
Legend Chimes Phase 2,"4 BHK Villa for sale in Kokapet, Hyderabad",,Hyderabad,8.0 Cr,"Kokapet, Hyderabad",4500,17780,"A 4 BHK Villa for sale in Kokapet, Hyderabad. Posted by Owner, No brokerage involved. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Kokapet's most desired properties. Contact now for more information. The price of this Villa is Rs 8.0 Cr. Maintenance charges come to Rs 5000. Each unit has a built-up area of 4500 Square feet. There are 4 bedrooms. There is provision for 5 bathroom. This residential property is near Little Angels High School, Mgit, and Mandal Parishad Upper Primary School, Kokapet. It is also close to Sai Clinic, Nursing Home, and Global dental ...",4,17.4008497,78.3384549,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwC9Y0cRiHZRz6EQRtPrpglmwQCEHfr7hDusN5aHJzrK6k4TwtlXmII-o&s
"Shadnagar, Hyderabad","2 BHK Villa for sale in Shadnagar, Hyderabad",,Hyderabad,35.0 L,"Shadnagar, Hyderabad",180,19440,"Looking for a good 2 BHK Villa in Shadnagar, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This modern unit has a built-up area of 180 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Amrutha Childrens Hospital, Sevalal Multi Speciality Hospital, and MAHABODHI DIAGNOSTIC CENTRE. Established schools, such as Bachpan Play School, Shadnagar, Academic heights Public School, and Tagore High School are also close-by",2,17.0681087,78.2054259,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Peerzadiguda, Hyderabad","4 BHK Independent House for sale in Peerzadiguda, Hyderabad",,Hyderabad,1.1 Cr,"Peerzadiguda, Hyderabad",1774,6200,"Looking for a good 4 BHK Independent House in Peerzadiguda, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. This Independent House is available for Rs 1.1 Cr. This modern unit has a built-up area of 1774 Square feet. There are 8 bedrooms and 2 bathroom. Cctv facility is provided to ensure safety. Regular water supply is provided. It is very close to some of city's best hospitals, such as, Apollo Clinic, LifeSpring Maternity Hospital, and Apex Hospitals. Established schools, such as Nazareth Children Home, United Independence of Muzix S...",4,17.4013579,78.5815697,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
Aparna Kanopy Marigold,"3 BHK Flat for sale in Kompally, Hyderabad",,Hyderabad,1.15 Cr,"Kompally, Hyderabad",1750,6570,"Property for sale in Kompally, Hyderabad. This 3 BHK Apartment is located in Hyderabad's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 10. The total number of floors in this building is 15. This Apartment's price is Rs 1.15 Cr. The built-up area is 1750 Square feet. The property has 3 bedrooms and 3 bathroom. This unit enjoys a good view and is a West facing property. This residential building in Kompally, Hyderabad has lift facility. There is dedicated space for sports amenities such as sports facility. Kids too have access to a k...",3,17.5354867,78.5096981,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
Wind Chimes,"2 BHK Flat for sale in Narsingi, Hyderabad",,Hyderabad,85.25 L,"Narsingi, Hyderabad",1185,7190,"2 BHK Apartment for sale in Narsingi, Hyderabad with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Narsingi which is a promising investment destination in Hyderabad. This might be your chance to grab the best 2 BHK property for sale in Narsingi. The property is on floor 8 and the total number of floors is 12. This 2 BHK Apartment is available at a reasonable price of Rs 85.5 L. Residents also need to pay maintenance charges of Rs 4000. It is a very spacious property, spread over 1000 Square feet. The built-up area is 1185 Sq...",2,17.3996471,78.351242,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzqD9EMkCUhuh4dqPwCOEw_l9Q1OWipGpv2A&s
"Indresham, Hyderabad","4 BHK Independent House for sale in Indresham, Hyderabad",,Hyderabad,1.1 Cr,"Indresham, Hyderabad",2100,5240,"Looking for a good 4 BHK Independent House in Indresham, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 1.1 Cr. This modern unit has a built-up area of 2100 Square feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, TRR GENERAL HOSPITAL. Established schools, such as VSR Modell High School, Government School, and AMALTAS GREEN SCHOOL are also close-by",4,17.5375596,78.2628542,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
Aditya Empress Towers,"3 BHK Flat for sale in Shaikpet, Hyderabad",,Hyderabad,1.6 Cr,"OU Colony, Shaikpet,Hyderabad",1825,8770,"3 BHK Apartment for sale in Hyderabad. This property is in Shaikpet, which is a coveted investment location. This tastefully designed 3 BHK unit is among Hyderabad's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Hyderabad is on floor 7. The total number of floors in this Apartment is 22. The price of the Apartment is Rs 1.6 Cr. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1825 Square fe...",3,17.4037027,78.3934473,https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg?auto=compress&cs=tinysrgb&w=800
Trident Grande,"3 BHK Flat for sale in Kompally, Hyderabad",,Hyderabad,70.0 L,"Kompally, Hyderabad",4000,1750,"Looking for a good 3 BHK Apartment in Kompally, Hyderabad? This property is in one of Hyderabad's most popular locations. This is a no brokerage property. The property is on floor 9. Total number of floors is 9. Maintenance charges of this property is Rs 4000. This Apartment is available for Rs 70.0 L. This modern unit has a built-up area of 4000 Square feet. The carpet area of this Apartment is 1746 Square feet. There are 3 bedrooms and 3 bathroom. It is very close to some of city's best hospitals, such as, Gandhi Hospital, Ayucue Ayurvedic Hospitals, and Surekha Hospital. Established schools...",3,17.5354867,78.5096981,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
CSK Green Villas,"4 BHK Villa for sale in Shadnagar, Hyderabad",,Hyderabad,59.0 L,"Shadnagar, Hyderabad",1560,3780,"Silpa Csk Green Villas is a gated community project developed by Silpa Group. The project spread over on sprawling 183 acres of land with 11,500 sq. ft club-house with luxury amenities in the community. The project is approved by HMDA and offering gated community plots and constructed Villas.  More About This Property Best 4 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Hyderabad's top location, Shadnagar. The property price of this unit is Rs 59.0 L. Monthly maintenance costs Rs 0. The built-up...",4,17.0681087,78.2054259,https://images.unsplash.com/photo-1513584684374-8bab748fbf90?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8M3x8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Prashanthi Residency Apartment,"2 BHK Flat for sale in Amberpet, Hyderabad",,Hyderabad,62.0 L,"Mallikarjuna Nagar, Amberpet,Hyderabad",1112,5580,"Looking for a 2 BHK Apartment for sale in Hyderabad? Your search ends here. Buy this 2 BHK property in Hyderabad's finest location, Amberpet. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 5 floors. This Apartment is available at a reasonable price of Rs 63.0 L. Maintenance charges in this property is Rs 2000. The built up area of this property is 1112 Square feet. There are 2 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Garden, Sports Facility,...",2,17.3956978,78.5236746,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmVs6XebhjPJFMe4Msluqr4TKh5hVz9J7FeA&s
