PROP-NAME,PROP_HEADING,CITY,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
JHL Chengalpet,"1 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,1.1 Cr,"Chengalpattu, Chennai",1500,7330,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Chennai's top location, Chengalpattu. The property price of this unit is Rs 1.1 Cr. Monthly maintenance costs Rs 250. The built-up area is 1500 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to St.Joseph’s Matric Higher Secondary School, Fazhuna beauty care and tailoring academy, and St. Joseph's Higher Secondary School, Chengalpattu. Healthcare facil...",1.0,12.8282728,80.2203926,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
"Anna Nagar, Chengalpattu,Chennai","2 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,33.0 L,"Anna Nagar, Chengalpattu,Chennai",800,4130,"2 BHK Independent House for sale in Chengalpattu, Chennai. This 2 BHK unit is available in Chengalpattu and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Chengalpattu. The price of this Independent House is Rs 33.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. It is a good, spacious Independent House unit with carpet area of 150 Square feet. The built-up area is 800 Square feet. There are 2 bedrooms and 2 bathroom. This proper...",2.0,12.9804066,80.1435617,https://media.istockphoto.com/id/1293762741/photo/modern-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=Nk1uLgimD0AG9ADjHPx1iLvhZnm28YW6VRZr7uGwvS0=
"Oragadam Ambattur, Chennai","2 BHK Independent House for sale in Oragadam Ambattur, Chennai",Chennai,,55.0 L,"Oragadam Ambattur, Chennai",850,6470,"2 BHK Independent House for sale in Oragadam, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Oragadam which is a promising investment destination in Chennai. This might be your chance to grab the best 2 BHK property for sale in Oragadam. This 2 BHK Independent House is available at a reasonable price of Rs 55.0 L. The built-up area is 850 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Chennai Health Founda...",2.0,13.1297876,80.1536771,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTO5l08yRo40xUqUUbZgrXg8wC8QSgpZ5atYg&s
"Oragadam Ambattur, Chennai","2 BHK Independent House for sale in Oragadam Ambattur, Chennai",Chennai,,55.0 L,"Oragadam Ambattur, Chennai",850,6470,"2 BHK Independent House for sale in Chennai. This property is in Oragadam, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 55.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 850 Square feet. It has 2 bathroom and 2 bedrooms. Some of the very well-known and reputed speciality hospitals like Sir Ivan Stedeford Ho...",2.0,13.1297876,80.1536771,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Anna Nagar, Chengalpattu,Chennai","1 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,21.15 L,"Anna Nagar, Chengalpattu,Chennai",400,5290,"Best 1 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 1 BHK property for sale in one of Chennai's top location, Chengalpattu. The property price of this unit is Rs 21.15 L. Monthly maintenance costs Rs 0. The built-up area is 400 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Tamil Evangelical Lutheran Church's High School, Brindavan Public School, and Govt. Girls High School. Healthcare facility is also close at hand with Chengalpatt...",1.0,12.9804066,80.1435617,https://images.pexels.com/photos/271624/pexels-photo-271624.jpeg?auto=compress&cs=tinysrgb&w=800
"Avadi, Chennai","2 BHK Independent House for sale in Avadi, Chennai",Chennai,,76.0 L,"Avadi, Chennai",1250,6080,"Individual house for sale @ avadi
Paruthipattu
CMDA Approved
Near by mahalaxmi college
Well developed area
Just 500metters main road
 More About This Property Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Avadi. The property price of this unit is Rs 76.0 L. The built-up area is 1250 Square feet. There are 2 bedrooms and 2 bathroom. This property enjoys a good view and is North-facing. It is an ideal location for young families with kids, as this propert...",2.0,13.0151151,80.1923846,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
T V H Svaya,"3 BHK Flat for sale in Irungattukottai, Chennai",Chennai,,15.0 L,"Irungattukottai, Chennai",645,2330,"Looking for a good 3 BHK Apartment in Irungattukottai, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 3. Maintenance charges of this property is Rs 1000. This Apartment is available for Rs 15.0 L. This modern unit has a built-up area of 645 Square feet. The carpet area of this Apartment is 600 Square feet. There are 3 bedrooms and 1 bathroom. It is very close to some of city's best hospitals, such as, Annaii Medical College & Hospital and Jaya Hospital. Established schools, such as Hay...",3.0,12.9940826,79.9840507,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
"Anna Nagar, Chengalpattu,Chennai","1 BHK Independent House for sale in Chengalpattu, Chennai",Chennai,,16.2 L,"Anna Nagar, Chengalpattu,Chennai",400,4050,"1 BHK Independent House for sale in Chennai. This property is in Chengalpattu, which is a coveted investment location. This tastefully designed 1 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 16.2 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 400 Square feet. It has 1 bathroom and 1 bedroom. Some of the very well-known and reputed sp...",1.0,12.9804066,80.1435617,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
Casagrand Pavilion,"4 BHK Independent House for sale in Semmancheri, Chennai",Chennai,,1.5 Cr,"Semmancheri, Chennai",2400,6250,"4 BHK Independent House for sale in Thalambur, Chennai. This 4 BHK unit is available in Thalambur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Thalambur. The price of this Independent House is Rs 1.5 Cr. Residents in this project also pay monthly maintenance charges of Rs 3000. It is a good, spacious Independent House unit with carpet area of 2100 Square feet. The built-up area is 2400 Square feet. There are 4 bedrooms and 4 bathroom. This property i...",4.0,12.8751861,80.2106332,https://media.istockphoto.com/id/1344083240/photo/modern-living-room.webp?a=1&b=1&s=612x612&w=0&k=20&c=2XGnOYBA8sH6kdtVwL-H3K9mXLCorltGSqFKztVGNIk=
"Guduvancheri, Chennai","3 BHK Independent House for sale in Guduvancheri, Chennai",Chennai,,75.0 L,"Guduvancheri, Chennai",1340,5600,"One of the finest property in Guduvancherry is now available for sale. This is a 3 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 75.0 L. This Independent House is spacious with a built-up area of 1340 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Saint Mary's Matriculation School, Government Boys High School, and Government Boys Higher Secondary School. It is also close to good and reputed hospitals like K.R. Hospital, Nandivaram Government...",3.0,12.8439997,80.0603546,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpOuCLCCohtdU_Nn8UpoqfefC2-t5bY91jcA&s
Landster Water Front,"3 BHK Villa for sale in Muttukadu, Chennai",Chennai,,1.3 Cr,"Muttukadu, Chennai",2290,5680,"Beach House available 2290 sqft area in 13 acre on Ecr Muttukadu. 24/7 security system and situated close to Mayajaal, MGM, Muttukadu boat house, Taj vivantha Fisherman's cove. mall and large siruseri IT Park nearby. ATM , Banks and retail outlets in close proximity. amenities like swimming pool, club house, Wifi, gym.
The Plot & Villas within a gated community and is a corner plot.The corner plot is facing a 30 feet width road.
DTCP Approved. More About This Property Best 3 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK pr...",3.0,12.8059018,80.2422023,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
"Tiruvottiyur, Chennai","3.5 BHK Independent House for sale in Tiruvottiyur, Chennai",Chennai,,1.21 Cr,"Tiruvottiyur, Chennai",2026,5970,"Looking for a good 3.5 BHK Independent House in Tiruvottiyur, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Independent House is available for Rs 1.21 Cr. This modern unit has a built-up area of 2026 Square feet. It is very close to some of city's best hospitals, such as, Sugam Hospital, Sugam Hospital, and Aakash Hospital. Established schools, such as Shebha Matriculation School, Carmal Mary School, and New Arun English School are also close-by",5.0,13.2140991,80.3198944,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Navganesh Tulip,"1 BHK Flat for sale in Kolathur, Chennai",Chennai,,22.5 L,"Villivakkam, Kolathur,Chennai",450,5000,"Check out this 1 BHK Apartment for sale in Kolathur, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Kolathur is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 22.5 L. Residents in this property pay Rs 300 towards maintenance. This property is a modern-day abode, with 450 Square feet built-up area. The unit has 1 bedro...",1.0,13.111057,80.2108072,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
"Padur, Chennai","4 BHK Villa for sale in Padur, Chennai",Chennai,,2.0 Cr,"Padur, Chennai",2400,8330,"4 BHK Villa for sale in Padur, Chennai. This 4 BHK unit is available in Padur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Padur. The price of this Villa is Rs 2.0 Cr. The built-up area is 2400 Square feet. This property is at a walking distance from Chettinad Health City, Chettinad Dental College and Research Institute, Kancheepuram, and Chetty Nadu Hospital. The city's best schools such as Kidzee Padur & Kelambakkam, Panchayat Union Middle School, ...",4.0,12.7974332,80.2232222,https://images.unsplash.com/photo-1621070659899-40b6b6f6731d?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU1fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Sare Dewy Terraces,"2 BHK Flat for sale in Thiruporur, Chennai",Chennai,,35.0 L,"Thiruporur, Chennai",1012,3460,"Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Thiruporur. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 35.0 L. Maintenance charges in this property is Rs 0. The built up area of this property is 1012 Square feet. There are a number of reputed schools in the vicinity such as EVER GREEN MATRICULATION HR SCHOOL, BKM SCHOOL, and Government Girls Higher Secondary School. Medical facility is also close at h...",2.0,12.8282728,80.2203926,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM4fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Arun Saindhavi,"2 BHK Flat for sale in Chengalpattu, Chennai",Chennai,,30.0 L,"Alapakkam, Chengalpattu,Chennai",790,3800,"Looking for a good 2 BHK Apartment in Chengalpattu, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 2. This Apartment is available for Rs 30.0 L. This modern unit has a built-up area of 790 Square feet. There are 2 bedrooms and 1 bathroom. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options such as Garden. This property also enjoys power backup facility. Regular water supply is provided. For young families with kids, a dedicate...",2.0,12.6907768,79.9812294,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
"Maxworth Nagar Phase 1, Kolapakkam,Chennai","3 BHK Independent House for sale in Kolapakkam, Chennai",Chennai,,35.0 L,"Maxworth Nagar Phase 1, Kolapakkam,Chennai",990,3540,"3 BHK Independent House for sale in Kolapakkam, Chennai. This 3 BHK unit is available in Kolapakkam and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kolapakkam. The price of this Independent House is Rs 35.0 L. It is a good, spacious Independent House unit with carpet area of 990 Square feet. The built-up area is 990 Square feet. There are 3 bedrooms and 4 bathroom. This property is at a walking distance from Dr.Agarwals Eye Hospital, Porur, Dr.Sudhir Ay...",3.0,13.0139669,80.1530374,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
"Manthope Colony, Ashok Nagar,Chennai","10.5 BHK Villa for sale in Ashok Nagar, Chennai",Chennai,,4.5 Cr,"Manthope Colony, Ashok Nagar,Chennai",5400,8330,"Property for sale in Ashok Nagar, Chennai. This 10.5 BHK Villa is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 4.5 Cr. The built-up area is 5400 Square feet. This Villa is strategically located within close distance of famous healthcare centres such as Aakash Fertility Centre & Hospital, FORTIS MALAR HOSPITAL CHENNAI, and Vijaya Health Centre. Schools like Chennais Amirta International Institute Of Hotel Management, Vani Vidyalaya Senior Secondary & Junior College, and Government Girls Higher Seconda...",5.0,13.0373996,80.2163947,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
