PROP_NAME,CITY,PROP_HEADING,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Sai Purvi Symphony,Bangalore,"2 BHK Flat for sale in Gunjur, Bangalore",,79.5 L,"Gunjur, Bangalore",1255,6330,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Gunjur. It is situated on floor 18. The total number of floors in this Apartment is 24. The property price of this unit is Rs 79.5 L. Monthly maintenance costs Rs 5000. The built-up area is 1255 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to G Hps Gunjuru, Little Elly, and Gunjur High School. Healthcare facility is also close at ...",2.0,12.9209772,77.7361016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ-q8tz9MVUn4YbXb-PK4rdR5mtDaJK_ODRr80Z5mbeHhooIxAIO0oZ2c&s
White Waters I,Bangalore,"2 BHK Flat for sale in Gunjur Palya, Bangalore",,75.0 L,"Gunjur Palya, Bangalore",1109,6760,"2 BHK Apartment for sale in Gunjur Palya, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Gunjur Palya which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Gunjur Palya. The property is on floor 1 and the total number of floors is 4. This 2 BHK Apartment is available at a reasonable price of Rs 75.0 L. It is a very spacious property, spread over 800 Square feet. The built-up area is 1109 Square feet. This property has provision for 2 bath...",2.0,12.9228378,77.7188315,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
Estella Maple Square Block B by Estella Projects Pvt Ltd,Bangalore,"2 BHK Flat for sale in KPC Layout, Bangalore",,76.0 L,"KPC Layout, Bangalore",1150,6610,"2 BHK Apartment for sale in Bengaluru. This property is in Kasavanahalli, which is a coveted investment location. This tastefully designed 2 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 2. The total number of floors in this Apartment is 6. The price of the Apartment is Rs 76.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1150 Square feet. Some of the very well-known and re...",2.0,12.9058923,77.675465,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Ozone Urbana Aqua,Bangalore,"2 BHK Flat for sale in Kannamangala, Bangalore",,53.0 L,"Kannamangala, Bangalore",937,5660,"2 BHK Apartment for sale in Kannamangala, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kannamangala which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Kannamangala. The property is on floor 1 and the total number of floors is 7. This 2 BHK Apartment is available at a reasonable price of Rs 53.0 L. Residents also need to pay maintenance charges of Rs 3300. The built-up area is 937 Square feet. This property has provision for 2 bathroo...",2.0,13.0155506,77.7630303,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUMEKlzQimuIoPkRM6xG9YQu812i_zhbrX6Q&s
Vakil Whispering Woods Residences,Bangalore,"2 BHK Flat for sale in Thirumagondanahalli, Bangalore",,39.0 L,"Thirumagondanahalli, Bangalore",995,3920,"2 BHK Apartment for sale in Iggalur, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Iggalur which is a promising investment destination in Bengaluru. This might be your chance to grab the best 2 BHK property for sale in Iggalur. The property is on floor 2 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 39.0 L. Residents also need to pay maintenance charges of Rs 2200. It is a very spacious property, spread over 895 Square feet. The built-up area is 995 Square f...",2.0,12.7891738,77.7172447,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Sanvi Sankalpam,Bangalore,"2 BHK Flat for sale in Nagondanahalli, Bangalore",,63.0 L,"Nagondanahalli, Bangalore",1145,5500,"Looking for a good 2 BHK Apartment in Nagondanahalli, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 2000. This Apartment is available for Rs 63.0 L. This modern unit has a built-up area of 1145 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Sri Sathya Sai Super Speciality Hospital, Sri Sathya Sai Super Speciality Hospital, and Svastha Hospital. Established schools, such as ...",2.0,12.97516,77.7703403,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
"Asset Aura,Gunjur Palya, Bangalore",Bangalore,"2 BHK Flat for sale in Gunjur Palya, Bangalore",,75.0 L,"Asset Aura,Gunjur Palya, Bangalore",1300,5770,"Looking for a 2 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 2 BHK property in Bengaluru's finest location, Gunjur Palya. This is an owner listed property and there is no brokerage involved. It is on floor 6 out of 6 floors. This Apartment is available at a reasonable price of Rs 75.0 L. Maintenance charges in this property is Rs 3500. The built up area of this property is 1300 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Gunjur Palya Govt School, Government Higher Primary School Gunjurpalya, and Krupani...",2.0,12.9221039,77.7223545,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
Ambe Residency,Bangalore,"3 BHK Flat for sale in Somasundarapalya, Bangalore",,90.0 L,"Somasundarapalya, Bangalore",1740,5170,"One of the finest property in Somasundarapalya is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 5 storeyed building. The price of this Apartment is Rs 90.0 L. Other charges when you move into this property include maintenance, which is Rs 3500. This Apartment is spacious with a built-up area of 1740 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Somasundara Palya School, Somasandrapalya Government School, and Higher Primary Kanna...",3.0,12.8994357,77.6524573,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
Century Commanders Vista,Bangalore,"2 BHK Flat for sale in Anantapura, Bangalore",,62.0 L,"Anantapura, Bangalore",1070,5790,"Looking for a good 2 BHK Apartment in Anantapura, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 5. Maintenance charges of this property is Rs 3200. This Apartment is available for Rs 62.0 L. This modern unit has a built-up area of 1070 Square feet. This property has a good view and is North-facing. There are 2 bedrooms and 2 bathroom. Lift is available in this Apartment. This is a gated community. Cctv facility is provided to ensure safety. Sports enthusiasts have multiple options...",2.0,13.1537847,78.3275774,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYjnau-ssXtHUBnLB-kKdlbxxPiL5A8mvNps2yJe56qMnE2CJF1vCF9cg&s
 BDA Gunjur Housing Project,Bangalore,"2 BHK Flat for sale in Gunjur, Bangalore",,77.0 L,"Gunjur, Bangalore",1210,6360,"Newly Constructed 2&3 BHK Apartments Sale in Sarjapura Road OPP Wipro
Apartments Price Starting From 76 Lakhs onwards 
35+ Best Class Amenities Available 
Property is well connected to major IT hubs(Wipro SEZ), Delhi Public School, Columbia Asia Hospital, RGA Tech Park, Decathlon and Bangalore Central Mall.
Walkable Distance From Wipro corporate Office
Project approved by BDA, RERA 
Loans Available From All major Banks 
 More About This Property 2 BHK Apartment for sale in Gunjur, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The...",2.0,12.9209772,77.7361016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5XKuF2kHCEDX4hbLtLhV6ETkyjvZNmck23N3EgF9jeaVt7ZKga9lRXYo&s
Sobha Ruby,Bangalore,"3 BHK Flat for sale in Nagasandra, Bangalore",,1.2 Cr,"Nagasandra, Bangalore",1390,8630,"3 BHK Apartment for sale in Nagasandra, Bengaluru. This 3 BHK unit is available in Nagasandra and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Nagasandra. It is on floor 9. The total number of floors is 14. The price of this Apartment is Rs 1.2 Cr. The built-up area is 1390 Square feet. There are 3 bedrooms and 3 bathroom. The property is East-facing. This building is equipped with lift. This is a gated community. It is a thoroughly secure premise with c...",3.0,13.0479536,77.5001422,https://images.unsplash.com/photo-1628745423010-bfb4df95f3eb?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NzR8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Karsten Palm Groves,Bangalore,"2 BHK Flat for sale in Marsur, Bangalore",,40.0 L,"Marsur, Bangalore",1024,3910,"One of the finest property in Marsur is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 8 storeyed building. The price of this Apartment is Rs 40.0 L. Other charges when you move into this property include maintenance, which is Rs 1706. This Apartment is spacious with a built-up area of 1024 Square feet. The carpet area is 800 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Edify School, Kamala Muniyappa Education Trust- Edify Schoo...",2.0,12.7678915,77.7043732,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
AR SLV Nivas,Bangalore,"3 BHK Flat for sale in Whitefield, Bangalore",,65.0 L,"Pattandur Agrahara, Whitefield,Bangalore",1512,4300,"  
URGENT SALE / GREAT OPPORTUNITY
AR SLV NIVAS / 5 MIN FROM ITPL
AMAZING 3 BHK APARTMENT / 9 YEARS OLD
 ECC ROAD / PATTANDUR AGRAHARA / 60’ ROAD
INTL DEAN SCHOOL / BABA TEMPLE / SHOPS
BEDROOMS WITH WARDROBES / BATH GEYSERS
BRIGHT & WELL VENTILATTED / INTERCOM
AS  PER VASTU / EAST FACING / PET FRIENDLY
IRON GRILLED   2 BALCONIY &KITCHEN UTILITY AREA
GYM/ KIDS AREA / COMMUNITY HALL / 2 LIFTS

METRO AND CAUVERY WATER EXPECTED SOON
INTERCOM / ONE COVERED  CAR PARKING
24 HRS SECURITY / WATER & POWER BACKUP
NO COMMON WALLS  BETWEEN EACH FLATS
3 BHK / VERY SPACIOUS 1512 SQ FT
                   REDU...",3.0,12.9876393,77.7377718,https://images.pexels.com/photos/271795/pexels-photo-271795.jpeg?auto=compress&cs=tinysrgb&w=800
Kailash Apartments,Bangalore,"3 BHK Flat for sale in C V Raman Nagar, Bangalore",,93.0 L,"Nagavarapalya, C V Raman Nagar,Bangalore",1500,6200,"One of the finest property in C V Raman Nagar is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 5 storeyed building. The price of this Apartment is Rs 93.0 L. Other charges when you move into this property include maintenance, which is Rs 3000. This Apartment is spacious with a built-up area of 1500 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Hello Kids - India, New Baldwin International School Banaswadi, and Kendriya Vidyalaya...",3.0,12.9933837,77.6640524,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
"Azad Nagar, Bangalore",Bangalore,"6 BHK Independent House for sale in Azad Nagar, Bangalore",,2.2 Cr,"Azad Nagar, Bangalore",4400,5000,"6 BHK Independent House for sale in Bengaluru. This property is in Azad Nagar, which is a coveted investment location. This tastefully designed 6 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 6 BHK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 2.2 Cr. Monthly maintenance charges come to Rs 2000. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 4400 Square feet. The carpet area is 1200 Square feet. It has 5 bathroom and 6 bedrooms...",6.0,12.9543158,77.5537537,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTV8fGhvdXNlfGVufDB8fDB8fHww
