PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Anekant Apartment,"3 BHK Flat for sale in Dallupura, New Delhi",,New Delhi,1.05 Cr,"Dallupura, New Delhi",1200,8750,"Looking for a good 3 BHK Apartment in Vasundhara Enclave, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 3. Maintenance charges of this property is Rs 1500. This Apartment is available for Rs 1.05 Cr. This modern unit has a built-up area of 1200 Square feet. The carpet area of this Apartment is 1100 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Kailash Hospital Noida, Dharamshila Narayana Superspeciality Hospital, and Metro Ho...",3.0,28.5972103,77.3298821,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5XKuF2kHCEDX4hbLtLhV6ETkyjvZNmck23N3EgF9jeaVt7ZKga9lRXYo&s
DDA LIG FLATS,"1 BHK Flat for sale in Sector 34 Rohini, New Delhi",,New Delhi,22.0 L,"Sector 34 Rohini, New Delhi",366,6010,"1 BHK Apartment for sale in Sector 34 Rohini, Delhi. This 1 BHK unit is available in Sector 34 Rohini and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sector 34 Rohini. It is on floor 0. The total number of floors is 4. The price of this Apartment is Rs 22.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 366 Square feet. This property is at a walking distance from Maharishi Valmiki Hospital, Mangalam Medic...",1.0,28.713012,77.1264429,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Shadipur,Ranjeet Nagar, New Delhi","3 BHK Flat for sale in Ranjeet Nagar, New Delhi",,New Delhi,33.0 L,"Shadipur,Ranjeet Nagar, New Delhi",713,4630,"Check out this 3 BHK Apartment for sale in Ranjeet Nagar, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Ranjeet Nagar is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 0. The total number of floors in this project is 4. The property's price is Rs 33.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 713 Square feet built-up area. The unit has 3 b...",3.0,28.6515829,77.1582587,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
Silver Oakwood Apartment,"2 BHK Flat for sale in Mehrauli, New Delhi",,New Delhi,30.0 L,"Mehrauli, New Delhi",800,3750,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Mehrauli. It is situated on floor 1. The total number of floors in this Apartment is 4. The property price of this unit is Rs 30.0 L. Monthly maintenance costs Rs 1000. The built-up area is 800 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Bachpan Play School, Mehrauli, Sajjad Classes, and Saraswati Bal Mandir Sr Sec School. Healthc...",2.0,28.5177553,77.1714281,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
"Sector 22 Rohini, New Delhi","3 BHK Independent House for sale in Sector 22 Rohini, New Delhi",,New Delhi,3.3 Cr,"Sector 22 Rohini, New Delhi",990,33330,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Sector 22 Rohini. The property price of this unit is Rs 3.3 Cr. Monthly maintenance costs Rs 0. The built-up area is 990 Square feet. It is an ideal location for young families with kids, as this property is close to Sarvodaya School, Government Co-Ed Sarvodaya Vidyalaya, and P.W.D. School. Healthcare facility is also close at hand with Shree Aggarsain International Hospital, Virat Friends Hosptal, and Maya Me...",3.0,28.7194508,77.067249,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQksc9rYyKuD5_Re-euJwt3FBu27Rd30V8MOw&s
Homes Designer Floors,"3 BHK Independent House for sale in Hauz Khas, New Delhi",,New Delhi,11.0 Cr,"Jia Sarai, Hauz Khas,New Delhi",3150,34920,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Hauz Khas. The total number of floors in this Independent House is 2. The property price of this unit is Rs 11.0 Cr. The carpet area of this unit is 2700 Square feet. The built-up area is 3150 Square feet. You can make use of the servant room in this Independent House. There are 3 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Career Mentor, Panacea ...",3.0,28.5399809,77.1934611,https://media.istockphoto.com/id/1293762741/photo/modern-living-room-interior-3d-render.webp?a=1&b=1&s=612x612&w=0&k=20&c=Nk1uLgimD0AG9ADjHPx1iLvhZnm28YW6VRZr7uGwvS0=
Platinum Enclave,"2 BHK Flat for sale in Sector 18 Rohini, New Delhi",,New Delhi,1.5 Cr,"Sector 18 Rohini, New Delhi",1100,13640,"Check out this 2 BHK Apartment for sale in Sector 18 Rohini, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Sector 18 Rohini is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 3. The property's price is Rs 1.5 Cr. Residents in this property pay Rs 300 towards maintenance. This property is a modern-day abode, with 1100 Square feet built-up area. The car...",2.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTem4jAshPAqwp9TFZHOe5Ur3KGxxXWB8-f-A&s
"Sector 39 Rohini, New Delhi","2 BHK Independent House for sale in Sector 39 Rohini, New Delhi",,New Delhi,35.0 L,"Sector 39 Rohini, New Delhi",450,7780,"2 BHK Independent House for sale in Rohini, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Rohini which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Rohini. This 2 BHK Independent House is available at a reasonable price of Rs 35.0 L. The built-up area is 450 Square feet. This property has provision for 2 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Cygnus MLS Hospital, Neena poly...",2.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
"Kalkaji, New Delhi","1 BHK Flat for sale in Kalkaji, New Delhi",,New Delhi,30.0 L,"Kalkaji, New Delhi",450,6670,"1 BHK Apartment for sale in Kalkaji, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kalkaji which is a promising investment destination in Delhi. This might be your chance to grab the best 1 BHK property for sale in Kalkaji. The property is on floor 2 and the total number of floors is 3. This 1 BHK Apartment is available at a reasonable price of Rs 30.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 450 Square feet. The built-up area is 450 Square feet. This p...",1.0,28.5435234,77.247977,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZABuUXhYCF0QqxZ8I_Mu6K8-4z67LTX_oBA&s
"Laxmi Nagar, New Delhi","2 BHK Independent House for sale in Laxmi Nagar, New Delhi",,New Delhi,42.0 L,"Laxmi Nagar, New Delhi",500,8400,"Best 2 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Laxmi Nagar. The property price of this unit is Rs 42.0 L. Monthly maintenance costs Rs 500. The built-up area is 500 Square feet. There are 2 bedrooms and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Shahrukh Music Artist And Teacher, Shahrukh Music Centre, and Govt Boys.sr.sc.school Lalita Park. Healthcare facility is also close at hand with Indraprastha Apol...",2.0,28.576794,77.2062778,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
"Block E, Kalkaji,New Delhi","9 BHK Flat for sale in Kalkaji, New Delhi",,New Delhi,1.3 Cr,"Block E, Kalkaji,New Delhi",2565,5070,"9 BHK Apartment for sale in Kalkaji, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kalkaji which is a promising investment destination in Delhi. This might be your chance to grab the best 9 BHK property for sale in Kalkaji. The property is on floor 1 and the total number of floors is 4. This 9 BHK Apartment is available at a reasonable price of Rs 1.45 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 2565 Square feet. This property has provision for 4 bathroom. It enjoys a strategic...",9.0,28.5185202,77.2945461,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
DDA LIG Flats,"1 BHK Flat for sale in Sector 35 Rohini, New Delhi",,New Delhi,17.0 L,"Sector 35 Rohini, New Delhi",360,4720,"1 BHK Apartment for sale in Delhi. This property is in Sector 35 Rohini, which is a coveted investment location. This tastefully designed 1 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 17.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 360 Square feet. So...",1.0,28.713012,77.1264429,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
RWA Sant Nagar,"1 BHK Flat for sale in Sant Nagar, New Delhi",,New Delhi,20.0 L,"Sant Nagar, New Delhi",400,5000,"Looking for a 1 BHK Apartment for sale in Delhi? Your search ends here. Buy this 1 BHK property in Delhi's finest location, East Of Kailash. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 4 floors. This Apartment is available at a reasonable price of Rs 20.0 L. The built up area of this property is 400 Square feet. There are 1 bedroom and 2 bathroom. There are a number of reputed schools in the vicinity such as Sun And Moon House Of Learning, Adarsh Vidya Mandir Public School, and MCD Primary School. Medical facility is also close at hand with name...",1.0,28.554761,77.2481202,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdsFRof8WcIGyA0O1X8Y4Ncif5WstFcdm74g&s
"Ramesh Park, Laxmi Nagar,New Delhi","2 BHK Independent House for sale in Laxmi Nagar, New Delhi",,New Delhi,28.0 L,"Ramesh Park, Laxmi Nagar,New Delhi",200,14000,"Looking for a 2 BHK Independent House for sale in Delhi? Your search ends here. Buy this 2 BHK property in Delhi's finest location, Laxmi Nagar. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 5 floors. This Independent House is available at a reasonable price of Rs 28.0 L. The built up area of this property is 200 Square feet. There are a number of reputed schools in the vicinity such as U Can Education, Govt Boys.sr.sc.school Lalita Park, and goverment junior school. Medical facility is also close at hand with names like Indraprastha Apollo Hospit...",2.0,28.6356772,77.2700229,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
CGHS Everest Apartment,"7 BHK Flat for sale in Kalkaji, New Delhi",,New Delhi,1.15 Cr,"Kalkaji, New Delhi",2500,4600,"Biggest flat of this appartment, you will get 2 floors, fully constructed  More About This Property 7 BHK Apartment for sale in Tughlakabad, Delhi. This 7 BHK unit is available in Tughlakabad and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Tughlakabad. It is on floor 3. The total number of floors is 4. The price of this Apartment is Rs 1.15 Cr. Residents in this project also pay monthly maintenance charges of Rs 500. It is a good, spacious Apartment uni...",7.0,28.5435234,77.247977,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Shalimar Bagh, New Delhi","3 BHK Independent House for sale in Shalimar Bagh, New Delhi",,New Delhi,14.0 Cr,"Shalimar Bagh, New Delhi",5805,24120,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Shalimar Bagh. The property price of this unit is Rs 14.0 Cr. The built-up area is 5805 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Vspk International School, Phulwari Heights, and Municipal Corporation Primary School. Healthcare facility is also close at hand with Max Super Speciality Hospital, Shalimar Bagh, Fortis Healt...",3.0,28.7096432,77.1691744,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa_wPYQK-qPTd7Wd7_gaWOxCFznuYcKfsjhw&s
"Sector 31 Rohini, New Delhi","3 BHK Independent House for sale in Sector 31 Rohini, New Delhi",,New Delhi,30.0 L,"Sector 31 Rohini, New Delhi",1350,2220,"Check out this 3 BHK Independent House for sale in Sector 31 Rohini, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Independent House is perfect for a modern-day lifestyle. Sector 31 Rohini is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 30.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1350 Square feet built-up area. Educational institutions are closeby with schools such as R....",3.0,28.713012,77.1264429,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Sector 14 Rohini, New Delhi","2 BHK Independent House for sale in Sector 14 Rohini, New Delhi",,New Delhi,1.2 Cr,"Sector 14 Rohini, New Delhi",754,15910,"2 BHK Independent House for sale in Sector 14 Rohini, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Sector 14 Rohini which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Sector 14 Rohini. This 2 BHK Independent House is available at a reasonable price of Rs 1.2 Cr. The built-up area is 754 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Max Super Speciality Hospital, Shalimar Bagh,...",2.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
Singh Govindpuri - 1,"2 BHK Flat for sale in Govindpuri, New Delhi",,New Delhi,23.5 L,"Govindpuri, New Delhi",450,5220,"A 2 BHK Apartment for sale in Govindpuri, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Govindpuri's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 5 floors in this property. The price of this Apartment is Rs 23.5 L. Maintenance charges come to Rs 100. Each unit has a built-up area of 450 Square feet. The carpet area is 450 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Astral Merry School, SEO Training In...",2.0,28.538862,77.2642277,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Naraina Village, Naraina,New Delhi","4 BHK Independent House for sale in Naraina, New Delhi",,New Delhi,1.25 Cr,"Naraina Village, Naraina,New Delhi",1800,6940,"Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Delhi's top location, Naraina. The property price of this unit is Rs 1.25 Cr. Monthly maintenance costs Rs 0. The built-up area is 1800 Square feet. There are 4 bedrooms and 4 bathroom. It is an ideal location for young families with kids, as this property is close to A to Z Training Institute, Nav Jyoti Play School, and Vision Academy And Technology. Healthcare facility is also close at hand with Army Hospital, Army Base Hospital ...",4.0,28.6184894,77.1365918,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdDoIhV4akHKqv3GcuUwlcvO2L1aZ7BnXi4Q&s
"Sector 4 Rohini, New Delhi","1 RK Flat for sale in Sector 4 Rohini, New Delhi",,New Delhi,15.0 L,"Sector 4 Rohini, New Delhi",300,5000,"Looking for a good 1 RK Apartment in Rohini, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 0. Total number of floors is 4. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 15.0 L. This modern unit has a built-up area of 300 Square feet. The carpet area of this Apartment is 300 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Jaipur Golden Hospital, Dr. Baba Saheb Ambedkar Hospital, and Shri Vishwakarma Dental Clinic. Establish...",,28.7060837,77.1028753,https://images.unsplash.com/photo-1628744876525-f2678d8af47f?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTAwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Sector 25 Rohini, New Delhi","1 BHK Independent House for sale in Sector 25 Rohini, New Delhi",,New Delhi,75.0 L,"Sector 25 Rohini, New Delhi",250,30000,"1 BHK Independent House for sale in Rohini, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Rohini which is a promising investment destination in Delhi. This might be your chance to grab the best 1 BHK property for sale in Rohini. This 1 BHK Independent House is available at a reasonable price of Rs 65.0 L. Residents also need to pay maintenance charges of Rs 0. It is a very spacious property, spread over 250 Square feet. The built-up area is 250 Square feet. This property has provision for 1 bathroom. This ...",1.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
"Sector 25 Rohini, New Delhi","5 BHK Independent House for sale in Sector 25 Rohini, New Delhi",,New Delhi,80.0 L,"Sector 25 Rohini, New Delhi",668,11980,"Looking for a good 5 BHK Independent House in Rohini, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 80.0 L. This modern unit has a built-up area of 668 Square feet. It is very close to some of city's best hospitals, such as, ADARSH HOSPITAL, Maternity n Child Health Care Centre, Shrivastava Nursing Home, and सार्थक हॉस्पिटल & डाईग्नोस्टिक. Established schools, such as Disha Enterprises, LET'S LEARN & PLAY PLAYSCHOOL, ROHINI SECTOR 1, NEW DELHI, and Rathi...",5.0,28.713012,77.1264429,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
"Sector 22 Rohini, New Delhi","3 BHK Independent House for sale in Sector 22 Rohini, New Delhi",,New Delhi,50.0 L,"Sector 22 Rohini, New Delhi",1500,3330,"Looking for a 3 BHK Independent House for sale in Delhi? Your search ends here. Buy this 3 BHK property in Delhi's finest location, Sector 22 Rohini. This is an owner listed property and there is no brokerage involved. This Independent House is available at a reasonable price of Rs 50.0 L. The built up area of this property is 1500 Square feet. There are a number of reputed schools in the vicinity such as Sarvodaya School, Government Co-Ed Sarvodaya Vidyalaya, and P.W.D. School. Medical facility is also close at hand with names like Shree Aggarsain International Hospital, Virat Friends Hosptal...",3.0,28.7194508,77.067249,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
"Sector 39 Rohini, New Delhi","2 BHK Independent House for sale in Sector 39 Rohini, New Delhi",,New Delhi,35.0 L,"Sector 39 Rohini, New Delhi",450,7780,"2 BHK Independent House for sale in Sector 39 Rohini, Delhi. This 2 BHK unit is available in Sector 39 Rohini and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Sector 39 Rohini. It is on floor 0. The total number of floors is 4. The price of this Independent House is Rs 35.0 L. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 450 Square feet. This property is at a walking distance from Cygnus MLS Hospital, Neena...",2.0,28.713012,77.1264429,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmVs6XebhjPJFMe4Msluqr4TKh5hVz9J7FeA&s
DDA Janta Flat Mayur Vihar 3,"1 BHK Flat for sale in Kondli, New Delhi",,New Delhi,20.0 L,"New Kondli, Kondli,New Delhi",1150,1740,"1 BHK Apartment for sale in Delhi. This property is in Kondli, which is a coveted investment location. This tastefully designed 1 BHK unit is among Delhi's best properties. No brokerage to be paid for this property. This 1 BHK property is posted directly by Owner. Contact now for more details. This property in Delhi is on floor 1. The total number of floors in this Apartment is 12. The price of the Apartment is Rs 20.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1150 Square feet. It has 1 bathroom and 1 bedroom. Some of the very we...",1.0,28.4746766,77.4764806,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1aGsF7DBNe9YwgWX48m7HmGLG2aRBxTMf8SD4P6qvyPqG0Z9vXxAaRZk&s
"Timarpur, New Delhi","2 BHK Flat for sale in Timarpur, New Delhi",,New Delhi,20.0 L,"Timarpur, New Delhi",450,4440,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Timarpur. It is situated on floor 4. The total number of floors in this Apartment is 4. The property price of this unit is Rs 20.0 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 430 Square feet. The built-up area is 450 Square feet. There are 2 bedrooms and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Aarya Samaj Mandir, Masoom Special School, and F...",2.0,28.7091421,77.2272243,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Modern Apartments,"3 BHK Flat for sale in Sector 15 Rohini, New Delhi",,New Delhi,1.28 Cr,"Sector 15 Rohini, New Delhi",1250,10240,"A 3 BHK Apartment for sale in Rohini, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Rohini's most desired properties. Contact now for more information. This 3 BHK unit is on floor 3. There are 7 floors in this property. The price of this Apartment is Rs 1.28 Cr. Maintenance charges come to Rs 1500. Each unit has a built-up area of 1250 Square feet. There are 3 bedrooms. There is provision for 2 bathroom. This residential property is near Vspk International School, CraftApart Activity Centre, and Adarsh Public Scho...",3.0,28.713012,77.1264429,https://media.istockphoto.com/id/2166310230/photo/a-quiet-luxury-living-room-interior-with-glamour-and-traditional-furniturea-quiet-luxury.webp?a=1&b=1&s=612x612&w=0&k=20&c=Kx8eRjCVMHVaVcCSKYLQVGMfm68Y2k02Ym50TUBB0FU=
"Mehrauli, New Delhi","3 BHK Independent House for sale in Mehrauli, New Delhi",,New Delhi,40.0 L,"Mehrauli, New Delhi",450,8890,"Best 3 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Delhi's top location, Mehrauli. The property price of this unit is Rs 40.0 L. Monthly maintenance costs Rs 0. The built-up area is 450 Square feet. It is an ideal location for young families with kids, as this property is close to Bachpan Play School, Mehrauli, Dr Anjali Nagpal, and Sajjad Classes. Healthcare facility is also close at hand with Institute of Liver and Biliary Sciences, Fortis Flt. Lt. Rajan Dhall Hospital, and Vikas...",3.0,28.5177553,77.1714281,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
DDA Janta Flats,"1 BHK Flat for sale in Sector 17 Rohini, New Delhi",,New Delhi,14.0 L,"Sector 17 Rohini, New Delhi",350,4000,"1 BHK Apartment for sale in Rohini, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Rohini which is a promising investment destination in Delhi. This might be your chance to grab the best 1 BHK property for sale in Rohini. The property is on floor 2 and the total number of floors is 3. This 1 BHK Apartment is available at a reasonable price of Rs 14.0 L. The built-up area is 350 Square feet. This property has provision for 1 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nea...",1.0,28.713012,77.1264429,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
"Sant Nagar, New Delhi","2 BHK Independent House for sale in Sant Nagar, New Delhi",,New Delhi,35.0 L,"Sant Nagar, New Delhi",585,5980,"One of the finest property in Sant Nagar is now available for sale. This is a 2 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 35.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 585 Square feet. This property ensures you are a quick distance away from the city's best schools such as Sun And Moon House Of Learning, MCD Primary School, and Adarsh Vidya Mandir Public School. It is also close to good and reputed hospitals like Apollo Spect...",2.0,28.554761,77.2481202,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Delhi,Sector 25 Rohini, New Delhi","1 BHK Flat for sale in Sector 25 Rohini, New Delhi",,New Delhi,13.5 L,"Delhi,Sector 25 Rohini, New Delhi",450,3000,"Check out this 1 BHK Apartment for sale in Rohini, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Rohini is a promising location in Delhi and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 0. The total number of floors in this project is 4. The property's price is Rs 13.5 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 450 Square feet built-up area. Educational institutions are c...",1.0,28.7054022,77.1307692,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK5BVLKsuokYH9ArZvKKJJcrmBFEpw0NWpw&s
Classic Apartment,"5 BHK Flat for sale in Sector 12 Dwarka, New Delhi",,New Delhi,6.5 Cr,"Sector 12 Dwarka, New Delhi",4500,14440,"One of the finest property in Sector 12, Dwarka is now available for sale. This is a 5 BHK Apartment posted directly by owner. Make it yours now. It is on floor 9. It is a 10 storeyed building. This Apartment is spacious with a built-up area of 4500 Square feet. It is a North-East-facing property with a good view. There are 5 bedrooms and 5 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Other facilities include Intercom, Community Hall. This property also enjoys power backup facility. This project has regular water supply. Ki...",5.0,28.5974584,77.0423682,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
